region,actor_id,emissions_per_activity,reference,year,gpc_reference_number,methodology_name,units,metadata,gas,datasource_id,methodology_id,id
Germany,DE,6.843772893772894e-05,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,90eae2c2-aae5-4235-a228-6421abb43d89
Germany,DE,0.327624,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,a203f398-6292-4771-93b3-f599eaeb82ff
Germany,DE,0.0020613926174496643,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,9982d243-495e-463b-a1a4-73846ed1fd91
Germany,DE,7.500549450549451e-05,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c651a265-cfc3-4b46-bd55-9c515e422fdd
Germany,DE,0.24924000000000002,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,2058f687-597c-4073-a3fc-5ab1ea41482b
Germany,DE,0.001568204697986577,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,d8f4ea2e-dd6a-40ad-9a09-5bb69df19427
Germany,DE,5.7060439560439566e-05,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,5a9c16e6-8a0b-4e1d-99b9-38314662b5e5
Germany,DE,0.22127200000000002,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,ebca99a6-363c-4ed9-a7b0-8284bb016326
Germany,DE,0.001392231543624161,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b953f38b-0778-4a80-a51a-0963857547a9
Germany,DE,5.065750915750916e-05,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,ec215c9d-9dc0-4fee-ab64-567fc33be3a7
Denmark,DK,0.059864,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,1be80403-86e0-4de1-ac2e-4c8024ad5708
Denmark,DK,0.0003766610738255033,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,8f532dc1-d885-4cde-b8ff-df4d18067059
Denmark,DK,1.3705128205128205e-05,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b8f8e313-2687-3170-bdd2-34e7a2e57483,6dc99e04-6ddc-3c24-8877-6f196f2c2810,ddb4b378-9938-41d7-977e-3b2b7769c7ff
Algeria,DZ,0.293816,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,870507f0-5889-371b-9a46-657db9a7810a,6dc99e04-6ddc-3c24-8877-6f196f2c2810,a33208d3-7336-47ff-b2dc-c06a29f9fe3f
Algeria,DZ,0.001848674496644295,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,870507f0-5889-371b-9a46-657db9a7810a,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c8f1b770-4475-4c51-9fc4-e9f90cb8372c
Algeria,DZ,6.726556776556777e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,870507f0-5889-371b-9a46-657db9a7810a,6dc99e04-6ddc-3c24-8877-6f196f2c2810,a7b205ff-ddbb-4a55-a067-927c2c280094
Algeria,DZ,0.2938,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,22ee70b9-ea07-4b01-a446-9d978f219630
Algeria,DZ,0.0018485738255033558,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,27770359-3ecd-4856-b5d0-f3c8e6fedb65
Algeria,DZ,6.726190476190477e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,7deddae1-9758-4460-9c88-2aac1d463641
Algeria,DZ,0.29394400000000004,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,4ac971a1-97a9-48df-b681-617b7e193c22
Algeria,DZ,0.001849479865771812,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c14e45f9-00d0-433e-8d5b-296596053425
Algeria,DZ,6.72948717948718e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,7d1ff2f8-30ff-429f-9d46-b4363be31307
Algeria,DZ,0.29396,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c6dea4c2-7f79-4cfa-a232-1057f829d40b
Algeria,DZ,0.0018495805369127516,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,244f1403-f4b0-4a52-b241-1b9785c92775
Algeria,DZ,6.72985347985348e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,bebb8448-24c6-4ad0-b6c0-7360805f75d3
Spain,ES,0.32474400000000003,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,a068d13c-6fcf-3492-be1a-a9cba3a16cd5,6dc99e04-6ddc-3c24-8877-6f196f2c2810,912cd943-360c-4c44-9554-ab47762fb2bd
Spain,ES,0.0020432718120805366,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,a068d13c-6fcf-3492-be1a-a9cba3a16cd5,6dc99e04-6ddc-3c24-8877-6f196f2c2810,cd0f6891-4b62-4f75-9cb5-b1ffa7d8c954
Spain,ES,7.434615384615386e-05,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,a068d13c-6fcf-3492-be1a-a9cba3a16cd5,6dc99e04-6ddc-3c24-8877-6f196f2c2810,5da9d8a0-898d-4efb-9c3e-9eb1cea280fe
Spain,ES,0.324768,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,887f72cb-5fb4-4708-9035-c8aa0322f411
Spain,ES,0.002043422818791946,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,872dd5c7-d32d-4a82-8dc6-58696537287e
Spain,ES,7.435164835164835e-05,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b2fd0194-7ab0-44f4-9532-b01b6228e455
Spain,ES,0.32465600000000006,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,ee26d2a8-023d-4445-9f90-9677f1b6c0e2
Spain,ES,0.002042718120805369,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,19f29d91-e8fd-4b05-8277-fce53a6c6a8a
Spain,ES,7.432600732600733e-05,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,5bc86f50-b143-3217-8f31-55274564c386,6dc99e04-6ddc-3c24-8877-6f196f2c2810,9d4e32e7-d3a2-49f0-b02e-d36dff6a8435
France,FR,0.22148800000000002,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,2111c4a7-a21f-3995-916e-6733c7cad942,6dc99e04-6ddc-3c24-8877-6f196f2c2810,214d2310-caa9-4cf1-8e74-cbebfa5e3e57
France,FR,0.0013935906040268456,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,2111c4a7-a21f-3995-916e-6733c7cad942,6dc99e04-6ddc-3c24-8877-6f196f2c2810,4c792bf0-6fed-4447-a53c-2289f631aba4
France,FR,5.0706959706959714e-05,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,2111c4a7-a21f-3995-916e-6733c7cad942,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b25100bc-c186-4b23-b7ee-74479ffd7606
France,FR,0.30388000000000004,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,937d2b40-1b87-38e5-a6dc-06f2dc11977e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,41aa115a-13b0-4fe3-b866-e7c7dd61354e
France,FR,0.001911996644295302,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,937d2b40-1b87-38e5-a6dc-06f2dc11977e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,4e068e88-a027-4041-aabb-723d94d5ec12
France,FR,6.956959706959708e-05,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,937d2b40-1b87-38e5-a6dc-06f2dc11977e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,bf50877f-805a-4246-92d1-44d1a1dccf43
France,FR,0.269064,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,fe110c3a-2473-3b6a-a07e-14f8291fc824,6dc99e04-6ddc-3c24-8877-6f196f2c2810,e98a84d0-b24f-4e17-a27c-d590bf9a2fc6
France,FR,0.0016929362416107383,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,fe110c3a-2473-3b6a-a07e-14f8291fc824,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c8b0b6cf-de45-4737-8635-0a204275f02c
France,FR,6.15989010989011e-05,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,fe110c3a-2473-3b6a-a07e-14f8291fc824,6dc99e04-6ddc-3c24-8877-6f196f2c2810,04af0fdf-9a1f-41d9-bca0-b191ff67d46e
France,FR,0.3052,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,55be2d6d-a6d1-3072-abae-b4d7d92b1fac,6dc99e04-6ddc-3c24-8877-6f196f2c2810,dc229b5e-9b83-4c4e-991d-cd6f3ea9c30f
France,FR,0.0019203020134228187,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,55be2d6d-a6d1-3072-abae-b4d7d92b1fac,6dc99e04-6ddc-3c24-8877-6f196f2c2810,041c7743-8364-4909-be18-e16c6c10ac5a
France,FR,6.987179487179487e-05,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,55be2d6d-a6d1-3072-abae-b4d7d92b1fac,6dc99e04-6ddc-3c24-8877-6f196f2c2810,61057e94-06a8-428b-807e-4ae4d313dc7d
Croatia,HR,0.210072,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,98310037-a63b-383a-87b7-351fb7b8930f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,2268d904-9335-4e70-b9f2-d025225289d8
Croatia,HR,0.001321761744966443,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,98310037-a63b-383a-87b7-351fb7b8930f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,bc688a3d-2690-41d2-8d55-eaf9a031ff83
Croatia,HR,4.8093406593406596e-05,,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,98310037-a63b-383a-87b7-351fb7b8930f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,910565e0-7802-41e7-886d-1dd804ff9f2b
Croatia,HR,0.23712,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,68d28c3e-25e2-482d-8f77-32c494d41068
Croatia,HR,0.0014919463087248322,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,817356d4-bbe1-4ee3-acf1-c76161ab94ad
Croatia,HR,5.428571428571428e-05,,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,e4c56772-dcc0-4e8a-98b2-88fae32feb70
Croatia,HR,0.18572000000000002,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,d22f5dc8-880c-41a1-9d23-de402d4e1fab
Croatia,HR,0.0011685402684563759,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,335981fa-5c09-4876-84f4-895e4c06d28a
Croatia,HR,4.2518315018315024e-05,,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b587f5de-26cf-4613-b0a3-efdd9e0cfc0c
Croatia,HR,0.15668,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,056d3fd7-21af-4c62-850e-8ec262e64a3a
Croatia,HR,0.0009858221476510066,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,0da355cc-2678-4487-9968-49d27ef69fd6
Croatia,HR,3.586996336996337e-05,,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b81b190f-66ee-3532-96c1-2b68df359734,6dc99e04-6ddc-3c24-8877-6f196f2c2810,ddf89821-1625-4473-8e95-3102146b868c
Kenya,KE,0.033120000000000004,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,7294821a-d9e3-4a22-84c4-3764ac18fff7
Kenya,KE,0.00020838926174496643,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b4f4a7c9-5774-4c0b-b381-e52f43a0e4f7
Kenya,KE,7.582417582417583e-06,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,d5b0b039-bbda-4376-86f5-a8e246db3297
Kenya,KE,0.04011200000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,6105a93a-3516-4ede-a8d4-61b85839f0c8
Kenya,KE,0.00025238255033557046,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,dacd6088-cd34-4da7-a786-9632189eb783
Kenya,KE,9.183150183150186e-06,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,184e7202-b880-3d31-91c3-cbc7986b052e,6dc99e04-6ddc-3c24-8877-6f196f2c2810,601dec48-d9aa-461a-af3e-275fb811e32f
Kenya,KE,0.033368,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,75e99b25-2728-4128-b385-9bd955542548
Kenya,KE,0.0002099496644295302,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,e5a32c10-03f8-40fc-b895-2cc8113eb2b3
Kenya,KE,7.63919413919414e-06,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,53d48a15-1fb4-44c2-a48d-60a56df9bef1
Kenya,KE,0.032464,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,027c347d-3c76-4677-9c46-106a91685cfe
Kenya,KE,0.00020426174496644293,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,a5f38143-ee9d-4ca1-992b-f0d2a5e982d3
Kenya,KE,7.432234432234433e-06,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,0d469dc4-b75e-44a5-ae98-daf517cc34cc
Cambodia,KH,0.240752,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,59458776-df89-496b-8690-585e73dbba30
Cambodia,KH,0.0015147986577181206,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,7a67665b-5e75-4db8-be63-b36a02fea607
Cambodia,KH,5.511721611721612e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c252a114-7e77-493e-b51d-9b812d17f260
Cambodia,KH,0.21032800000000004,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,d8b2777e-2703-318e-b45c-4ad879b6c304,6dc99e04-6ddc-3c24-8877-6f196f2c2810,cf94e31c-0a5f-4a03-b163-b9215e0694af
Cambodia,KH,0.0013233724832214767,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,d8b2777e-2703-318e-b45c-4ad879b6c304,6dc99e04-6ddc-3c24-8877-6f196f2c2810,af711cb0-97dc-4dff-8e1b-1cf8fd94bcc8
Cambodia,KH,4.8152014652014664e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,d8b2777e-2703-318e-b45c-4ad879b6c304,6dc99e04-6ddc-3c24-8877-6f196f2c2810,bb3a2762-c460-4af5-82f1-1ee572e84985
Cambodia,KH,0.192048,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,8d6173a1-73ed-4c23-ac6a-5eb942251d20
Cambodia,KH,0.0012083557046979865,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c05cb5a7-d7ad-4eaf-bc0a-c4837f990aae
Cambodia,KH,4.396703296703297e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,956c1015-be2d-4e1a-9d89-2a85bf5f7417
Cambodia,KH,0.185608,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,b52ab9ac-d292-402c-89af-2e41d1152f42
Cambodia,KH,0.0011678355704697987,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,be650a4e-62a1-44d6-8c37-5dc80ab9a3af
Cambodia,KH,4.2492673992673995e-05,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2024,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,b88fc2aa-9df2-393a-8f35-ebe24291a9be,6dc99e04-6ddc-3c24-8877-6f196f2c2810,eabd84c6-f007-4521-9e43-1c6fc04a06c8
Comoros,KM,0.4600000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,cb29767b-a41d-4e96-9309-90df068c84a5
Comoros,KM,0.002894295302013423,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,cea369ab-559a-4538-bdb4-4b8940e45e64
Comoros,KM,0.00010531135531135532,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2021,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,a7350de0-c5de-30a3-96cd-48d965b6174f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,eb3cc20c-1990-48b0-9fcb-0b748040f65f
Comoros,KM,0.4600000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,bbc804f3-04af-3084-9f83-e031758b1e18,6dc99e04-6ddc-3c24-8877-6f196f2c2810,c3c780c1-e305-4cdc-86bc-b130d42a3fe5
Comoros,KM,0.002894295302013423,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,bbc804f3-04af-3084-9f83-e031758b1e18,6dc99e04-6ddc-3c24-8877-6f196f2c2810,48d8316d-e300-444b-9e5a-365a59da1a47
Comoros,KM,0.00010531135531135532,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2022,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},N2O,bbc804f3-04af-3084-9f83-e031758b1e18,6dc99e04-6ddc-3c24-8877-6f196f2c2810,a1a4dee1-0717-4697-ad3c-149d979125d7
Comoros,KM,0.4600000000000001,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CO2,a7350de0-c5de-30a3-96cd-48d965b6174f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,6bf0f211-c632-48ad-947c-b7f27a1f2a8e
Comoros,KM,0.002894295302013423,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,2023,I.2.2,energy-consumption-commercial-buildings-methodology,kg/kWh,{},CH4,a7350de0-c5de-30a3-96cd-48d965b6174f,6dc99e04-6ddc-3c24-8877-6f196f2c2810,05d77d33-e8c7-4fb4-9901-92868e2b222f
