ActionID,ActionName,ActionType,Hazard,Sector,Subsector,PrimaryPurpose,Description,CoBenefits,EquityAndInclusionConsiderations,GHGReductionPotential,AdaptationEffectiveness,CostInvestmentNeeded,TimelineForImplementation,Dependencies,KeyPerformanceIndicators,PowersAndMandates
ipcc_0072,Urban Form,['mitigation'],,['transportation'],['on-road'],['ghg_reduction'],"Developing urban areas with medium to high densities of housing, jobs, and commerce; a high mix of land uses; connected streets; and high accessibility. This layout reduces vehicle miles traveled and supports low-carbon transportation and energy efficiency.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}","Promotes accessibility for underserved communities through inclusive planning, ensuring equitable access to jobs, housing, and services.","{'stationary_energy': None, 'transportation': '20-39', 'waste': None, 'ippu': None, 'afolu': None}",,high,>10 years,"['Requires integrated spatial planning', 'infrastructure development', 'zoning regulations', 'public transport investment']","['Reduction in vehicle miles traveled', 'increase in public transport usage', 'percentage of urban areas with mixed-use development', 'lower per capita energy use in urban areas']",
ipcc_0073,"Co-located Housing and Jobs, Mixed Land Use, and High Street Connectivity",['mitigation'],,['transportation'],['on-road'],['ghg_reduction'],"This action integrates spatial planning strategies based on the 5Ds of transit-oriented development (density, diversity, design, destination accessibility, and distance to transit). It aims to reduce vehicle miles traveled (VMT) and transport-related GHG emissions by increasing residential and job densities, improving street connectivity, and encouraging mixed land uses.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}","Promotes equitable access to jobs and housing by improving public transit, increasing affordable housing options near employment hubs, and reducing commuting burdens for underserved communities.","{'stationary_energy': None, 'transportation': '20-39', 'waste': None, 'ippu': None, 'afolu': None}",,high,5-10 years,"['Requires effective urban planning', 'policy support for mixed land use', 'investment in public transit infrastructure', 'cooperation across municipal agencies']","['Reduction in VMT', 'increase in public transit ridership', 'decrease in transport-related GHG emissions', 'improved accessibility to jobs and housing']",
ipcc_0074,Spatial Planning for Compact Urban Form,['mitigation'],,['stationary_energy'],['commercial_and_institutional_buildings_and_facilities'],['ghg_reduction'],"Integrated spatial planning promotes compact urban form to reduce GHG emissions by increasing urban efficiency, supporting sustainable infrastructure such as district heating/cooling networks, and enhancing green areas. Co-design processes improve public acceptance and institutional capacity to support coordinated mitigation strategies.","{'air_quality': 1, 'water_quality': 0, 'habitat': 1, 'cost_of_living': 0, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 0}","Balances urban densification with affordable housing and equitable green space access, ensuring that low-income and vulnerable populations benefit from urban planning initiatives.","{'stationary_energy': '60-79', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,high,>10 years,"['High institutional capacity for cross-sector collaboration', 'advanced GIS tools for spatial planning', 'stakeholder engagement for co-design processes']","['Reduction in GHG emissions per capita', 'adoption rates of district heating/cooling systems', 'proportion of urban population with access to green areas']",
ipcc_0075,Electrification and Decarbonisation of the Urban Energy System,['mitigation'],,['stationary_energy'],['energy_generation_supplied_to_the_grid'],['ghg_reduction'],"This action involves replacing fossil fuel-based technologies with electrified alternatives, such as electric vehicles, heat pumps, and renewable energy systems, to decarbonize urban energy infrastructure. It focuses on integrating renewable energy, increasing demand-side flexibility, and promoting energy efficiency in urban systems to support decarbonization and reduce GHG emissions.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Promotes equitable access to renewable energy and electrified infrastructure, addressing barriers faced by low-income and underserved communities through subsidies, incentives, and public participation.","{'stationary_energy': '60-79', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,high,5-10 years,"['Requires grid upgrades', 'supportive policies', 'stakeholder cooperation', 'financial incentives', 'public awareness campaigns', 'access to renewable energy', 'advanced storage technologies is critical']","['Reduction in GHG emissions per kWh', 'increase in renewable energy penetration', 'adoption rates of EVs and heat pumps', 'improved urban air quality']",
ipcc_0076,Switching to Net-zero-emissions Materials and Supply Chains,['mitigation'],,['ippu'],['industrial_processes'],['ghg_reduction'],"Transition to net-zero embodied carbon in construction materials and supply chains by substituting emissions-intensive materials like steel and concrete with engineered timber systems. This includes mass timber technologies for mid-rise urban buildings, integrating sustainable forestry, recycling, and reuse.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",Supports regions with low forest cover through sustainable timber trade and agroforestry practices to reduce land-use conflicts. Promotes job creation in sustainable forestry and timber industries.,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '60-79', 'afolu': None}",,high,>10 years,"['Sustainable forestry management', 'international carbon accounting standards', 'development of mass timber technologies', 'robust forest and urban land governance policies', 'incentivized afforestation practices']","['Reduction in embodied carbon in construction', 'number of mid-rise urban buildings using engineered timber', 'carbon sequestration capacity of urban timber infrastructure', 'improvement in sustainable forestry practices']",
ipcc_0078,"Green Roofs, Green Walls, and Greenways",['mitigation'],,['stationary_energy'],['commercial_and_institutional_buildings_and_facilities'],['ghg_reduction'],"The implementation of green roofs, green walls, and greenways mitigates urban heat island effects, improves thermal comfort, reduces energy demand in buildings, manages stormwater, and promotes active transportation through connected green spaces, contributing to emissions reductions and urban livability.","{'air_quality': 1, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}",Provides green infrastructure that benefits underserved communities by improving access to public green spaces and supporting healthier urban environments.,"{'stationary_energy': '20-39', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,high,5-10 years,"['Requires local government coordination', 'community engagement', 'urban planning integration', 'adequate funding for infrastructure development and maintenance']","['Reduction in building energy consumption', 'increase in urban green coverage', 'stormwater retention rates', 'increased active transportation use (cycling/walking)', 'improved thermal comfort']",
ipcc_0080,"Avoiding, Minimising, and Recycling Waste",['mitigation'],,['waste'],['disposal_of_solid_waste_generated_in_the_city'],['ghg_reduction'],"Implementation of waste hierarchy principles to reduce waste generation, improve source separation, and increase recycling and composting. Promotes decentralized waste management, home composting, and circular economy approaches to transform waste into energy or by-products while minimizing transport-related emissions.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Supports informal workers in waste management, provides employment opportunities, and reduces inequalities by integrating informal sectors into formal systems. Ensures cost-sharing and benefit distribution among stakeholders.","{'stationary_energy': None, 'transportation': None, 'waste': '40-59', 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Requires institutional capacity', 'governance', 'cross-sectoral coordination', 'public awareness campaigns', 'needs infrastructure for decentralized waste treatment', 'policies to promote circular economy practices']","['Reduction in waste generation per capita', 'increase in recycling and composting rates', 'reduction in CH4 emissions from waste', 'employment opportunities created in waste management']",
ipcc_0081,Coastal Accommodation,['adaptation'],['floods'],"['road_infrastructure', 'geo-hydrological_disasters']",,['climate_resilience'],"Raising dwellings and key infrastructure such as coastal roads above ground level to reduce flooding impacts in small islands, with government subsidies supporting elevated houses in flood-prone areas.","{'air_quality': 0, 'water_quality': 0, 'habitat': 1, 'cost_of_living': -1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 1}","Provides flood mitigation and safety for vulnerable coastal populations, though local opposition has limited implementation in some areas.",,medium,high,5-10 years,"['Government subsidies', 'Community support', 'Availability of construction materials']","['Percentage of houses elevated', 'Reduction in flood-related damages', 'Number of roads raised']",
ipcc_0083,Strategic coastal retreat,['adaptation'],['sea-level-rise'],"['geo-hydrological_disasters', 'public_health']",,['climate_resilience'],"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.","{'air_quality': 0, 'water_quality': 1, 'habitat': 2, 'cost_of_living': -1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}","Strategic retreat ensures inclusion of vulnerable populations, respecting cultural ties, and addressing place-attachment and livelihoods.",,high,high,>10 years,"['Suitable and affordable land', 'Adequate financing', 'Effective governance and planning', 'Community engagement']","['Number of communities relocated', 'Reduction in exposure to hazards', 'Restoration of ecosystem services in retreat zones']",
ipcc_0084,Restore/create natural areas,['adaptation'],['sea-level-rise'],"['biodiversity', 'water_resources', 'geo-hydrological_disasters']",,['climate_resilience'],"Restoration and conservation of marine and coastal habitats, such as mangroves, vegetated dunes, seagrasses, coral reefs, and kelp forests, to protect coastal communities, support biodiversity, sequester carbon, and mitigate climate change. Efforts include creating marine protected areas, active restoration of coral reefs, ridge-to-reef management, restoring
 dunes, planting salinity-tolerant trees, increasing forest cover, detect and manage forest pests.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 1}",Promotes inclusion by protecting ecosystems that support vulnerable coastal communities and enhances livelihoods through sustainable fisheries and recreation opportunities.,,high,medium,5-10 years,"['Community engagement', 'Funding for restoration projects', 'Integration of local knowledge', 'Sustainable management of marine resources']","['Area of habitats restored', 'Reduction in coastal flooding incidents', 'Improvement in biodiversity indices', 'Carbon sequestration capacity']",
ipcc_0085,Reduce ecosystem stress,['adaptation'],['droughts'],"['biodiversity', 'water_resources', 'geo-hydrological_disasters']",,['climate_resilience'],"Reduce pollution, eutrophication, and anthropogenic pressures on natural systems, including marine and terrestrial ecosystems. Efforts include managing runoff, protecting sensitive habitats like the Great Barrier Reef, addressing non-climate drivers, promoting sustainable fisheries harvest, and increasing connectivity between natural areas to enhance ecosystem resilience.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}","Supports vulnerable communities reliant on ecosystems for livelihoods by improving ecosystem services, promoting sustainable fisheries, and ensuring access to connected habitats that can mitigate climate-related hazards.",,high,medium,5-10 years,"['Enforcement of pollution regulations', 'Funding for ecosystem restoration', 'Monitoring fish stocks and habitat connectivity', 'Community engagement', 'Strategic habitat restoration planning']","['Reduction in pollutant levels', 'Improvement in water quality indices', 'Increase in biodiversity resilience scores', 'Reduction in frequency of ecosystem stress events', 'Increase in sustainable fishery yields', 'Increase in habitat connectivity']",
ipcc_0086,Ecosystem-based adaptation,['adaptation'],['storms'],"['biodiversity', 'geo-hydrological_disasters', 'water_resources', 'public_health']",,['climate_resilience'],"Restoring and sustainably managing marine, coastal, urban, riverine, and wetland ecosystems to protect against climate hazards such as storm surges, floods, and heatwaves. Efforts include agroecology, coastal and marine vegetation and reefs, vegetation corridors, mangrove habitat restoration, urban green space to reduce temperatures. These actions improve biodiversity, store carbon, enhance water quality, and provide socio-economic and cultural co-benefits.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}","Supports vulnerable communities by enhancing climate resilience, promoting equitable access to ecosystem services, and creating livelihood opportunities, especially for marginalized and underserved populations.",,high,medium,5-10 years,"['Community engagement', 'Regulatory support', 'Financial investment', 'Urban planning', 'Climate-resilient vegetation', 'Biodiversity assessments', 'Catchment management', 'Upstream planning', 'Sustainable funding']","['Reduction in storm surge damage', 'Carbon sequestration rates', 'Increased biodiversity', 'Temperature reduction in urban areas', 'Improved water quality', 'Access to green spaces by underserved communities', 'Reduction in flood events', 'Enhanced ecosystem health']",
ipcc_0087,Infrastructure retrofitting,['adaptation'],['floods'],"['road_infrastructure', 'public_health', 'energy_security']",,['climate_resilience'],"Strengthening and upgrading existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include Air conditioning, using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading","{'air_quality': 1, 'water_quality': 1, 'habitat': 0, 'cost_of_living': -1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}","Improves resilience for vulnerable communities, especially in low-income regions, by reducing risks from extreme climate events.",,high,high,5-10 years,"['Policy alignment', 'Funding availability', 'Engineering and construction expertise']","['Reduced infrastructure failure during hazards', 'Increased capacity for housing and energy systems']",
ipcc_0088,Building codes,['adaptation'],['floods'],"['road_infrastructure', 'geo-hydrological_disasters']",,['climate_resilience'],"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.","{'air_quality': 2, 'water_quality': 0, 'habitat': 1, 'cost_of_living': 1, 'housing': 2, 'mobility': 1, 'stakeholder_engagement': 1}",Promotes inclusive urban planning by addressing risks in informal and precarious settlements and integrating eco-parks and eco-gardens for vulnerable populations.,,high,medium,5-10 years,"['Integration with local climate risk assessments', 'Strategic collaboration between urban planners and municipal authorities']","['Reduction in urban flood incidents', 'Increased availability of safe housing in risk areas', 'Implementation rate of eco-parks and eco-gardens in vulnerable areas']",
ipcc_0089,Spatially redirect development,['adaptation'],['floods'],"['water_resources', 'food_security', 'geo-hydrological_disasters']",,['climate_resilience'],"Use zoning and land-use planning to regulate coastal development by implementing spatial development strategies that consider environmental vulnerabilities, protect ecosystems, and mitigate risks from flooding, heatwaves, and sea-level rise. This includes ensuring that development is directed away from high-risk areas, integrating climate adaptation considerations into urban planning, and promoting sustainable practices to close adaptation gaps while addressing urban inequality.","{'air_quality': 1, 'water_quality': 1, 'habitat': 2, 'cost_of_living': -1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 2}",Addresses inequality in urban populations by targeting the poorest quintiles and ensuring equitable adaptation deployment.,,medium,medium,5-10 years,"['Effective governance frameworks', 'Community engagement', 'Financial investments', 'Technical expertise']","['Reduction in adaptation gap', 'Decrease in urban vulnerability disparities', 'Improved resilience of coastal areas']",
ipcc_0090,Insurance,['adaptation'],['droughts'],"['food_security', 'water_resources', 'energy_security']",,['climate_resilience'],"nsurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals","{'air_quality': 0, 'water_quality': 1, 'habitat': 0, 'cost_of_living': -1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}","Supports small-scale farmers, marginalized communities, and those in vulnerable areas by improving access to financial resilience tools and mitigating climate-related risks",,medium,medium,<5 years,"['Availability of climate data', 'Regulatory frameworks', 'Collaboration among financial institutions and governments']","['Increase in number of insurance beneficiaries', 'Reduction in economic losses from extreme events', 'Adoption of index-based insurance products']",
ipcc_0091,Diversification of livelihoods,['adaptation'],['sea-level-rise'],"['food_security', 'biodiversity']",,['climate_resilience'],"Diversifying income-generating activities within fisheries and mariculture sectors to mitigate the economic impacts of climate change. This includes shifting target species, adapting harvest tactics, and transitioning to mariculture and ecotourism. Technology and infrastructure upgrades improve marine harvest efficiency and promote sustainable resource management. These adaptations aim to stabilize fisheries, enhance sustainability, and protect livelihoods under shifting marine species distributions and climate variability.","{'air_quality': 0, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",Promotes equitable opportunities for vulnerable fishing communities by supporting transitions to alternative employment sectors like ecotourism and mariculture.,,high,medium,<5 years,"['Investment in education', 'infrastructure', 'technology to support the transition to diversified livelihoods']","['Increase in income diversity', 'employment rates in alternative sectors', 'reduction in overexploitation of marine species']",
ipcc_0092,Social safety nets,['adaptation'],['droughts'],"['food_security', 'public_health']",,['climate_resilience'],"Social safety nets encompass adaptive social protection mechanisms to reduce food insecurity and malnutrition, especially for vulnerable populations. These include cash transfers, school feeding programs, public work initiatives, unemployment compensation, land reforms, credit and insurance schemes. Integrated approaches combine climate risk assessments with disaster risk reduction, education, and social equity to enhance resilience to climate stresses.","{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 2, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 2}","Enhances the social status and rights of marginalized groups, protects vulnerable populations, reduces inequalities, and promotes education and gender equity.",,high,medium,5-10 years,"['Integration of climate and disaster risk into social protection', 'education programs', 'coordination with sustainable livelihoods and financial inclusion initiatives']","['Reduction in malnutrition rates', 'Increase in education access for vulnerable groups', 'Participation in social protection programs']",
ipcc_0093,Availability of health infrastructure,['adaptation'],['droughts'],"['public_health', 'water_resources']",,['climate_resilience'],"Ensuring access to safe drinking water infrastructure, protecting health services, and improving sanitation systems to mitigate climate impacts. This includes developing adaptive measures for water security against droughts, floods, and sea-level rise. Strengthening infrastructure resilience ensures equitable access to health services, reduces contamination risks, and addresses the impacts of climate-induced hazards.","{'air_quality': 0, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}","Enhances access to critical health and water resources for vulnerable and underserved communities, mitigating inequities caused by climate impacts.",,high,medium,5-10 years,"['Adequate funding', 'technological investments in health and water infrastructure', 'effective governance and cross-sector coordination']","['Reduction in waterborne diseases', 'improved access to potable water', 'number of resilient health facilities developed']",
ipcc_0094,Access to health care,['adaptation'],['heatwaves'],"['public_health', 'water_resources']",,['climate_resilience'],"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.","{'air_quality': 1, 'water_quality': 2, 'habitat': 0, 'cost_of_living': 1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 2}","Promotes equitable access to health care for marginalized and vulnerable groups, including homeless populations, remote communities, and those affected by housing inequities.",,high,medium,5-10 years,"['Investment in telemedicine technologies', 'Strengthened governance of public health systems', 'Capacity building for health workers', 'Infrastructure upgrades for health facilities']","['Reduction in climate-related mortality', 'Increased access to telemedicine', 'Number of culturally tailored health programs implemented', 'Improved water and sanitation access metrics']",
ipcc_0095,Disaster early warning,['adaptation'],['heatwaves'],"['public_health', 'biodiversity', 'geo-hydrological_disasters']",,['climate_resilience'],"Establishing and maintaining early warning systems for disasters, including marine heatwaves, pest outbreaks, and heatwaves. These systems involve timely information dissemination to individuals, communities, and emergency services, enabling proactive measures to mitigate risks. Heat Action Plans (HAPs) are part of these systems and include detailed strategies like urban planning with nature-based solutions (e.g., green-blue spaces, cool materials), public awareness campaigns, and targeted measures for vulnerable groups (e.g., elderly, children, outdoor workers). Critical actions also include evaluation of system effectiveness post-disaster, lessons sharing, and improvements for better preparedness in future events.","{'air_quality': 2, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 2}","Focuses on addressing vulnerabilities among low-income groups, elderly, pregnant women, children, and outdoor workers by incorporating targeted communication, access to cool areas, and specific health interventions. Promotes equity by engaging marginalized communities in planning and ensuring access to necessary resources.",,high,medium,<5 years,"['Coordination among emergency services and health agencies', 'Investment in urban planning and nature-based solutions', 'Community education and public awareness campaigns', 'Technological infrastructure for early warning systems']","['Reduction in heatwave-related mortality rates', 'Timeliness of warnings', 'Public awareness levels', 'Community adoption of protective measures']",
ipcc_0096,Farm/fishery improvements,['adaptation'],['droughts'],"['food_security', 'biodiversity', 'water_resources']",,['climate_resilience'],"Implementing a range of strategies to adapt farms and fisheries to climate impacts. This includes changing fishing gear or vessel power, adopting new crop varieties or adjusting planting schedules, improving irrigation schemes, integrating crop and livestock systems, relocating livestock with improved pasture management, and adopting agroecological and agroforestry systems. Technological innovations like smart farming and financial measures such as subsidies support these adaptations.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}","Ensures access to resources for marginalized farmers and fishers, promotes diverse livelihood options, and builds resilience in underserved communities.",,high,medium,5-10 years,"['Policy support for climate-resilient agriculture and fisheries', 'Access to finance and subsidies', 'Training for adopting new practices', 'Improved market infrastructure']","['Increase in agricultural and fishery productivity', 'Adoption rate of integrated systems', 'Reduction in climate-related yield losses']",
ipcc_0097,Food storage/distribution improvements,['adaptation'],['droughts'],"['food_security', 'road_infrastructure']",,['climate_resilience'],"Enhancing food storage and distribution systems by improving transportation infrastructure, optimizing trade networks, and shortening supply chains to ensure local food availability and resilience to climate impacts. This action also includes increasing the capacity of local food storage facilities to reduce post-harvest losses, addressing inefficiencies in logistics, and bolstering infrastructure for perishable goods. It aims to improve food security and reduce vulnerability to extreme events, disruptions, and cascading impacts, especially during pandemics and other crises.","{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 2, 'stakeholder_engagement': 2}",Supports equitable access to food for marginalized and vulnerable populations by prioritizing local food production and improving distribution systems that reach underserved areas.,,high,medium,5-10 years,"['Investment in infrastructure', 'Policy incentives for local food production', 'Collaboration with logistics and trade sectors', 'Technology for supply chain optimization']","['Reduction in post-harvest losses', 'Increased local food availability', 'Improved transportation efficiency for food distribution', 'Shortened supply chains']",
ipcc_0098,Behaviour change in diets and food waste,['adaptation'],['droughts'],"['food_security', 'biodiversity']",,['climate_resilience'],"Reducing food loss and waste through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}","Promotes access to affordable, healthy food for vulnerable communities, empowering women, youth, and socially disadvantaged groups. Encourages equitable participation in sustainable agricultural practices and local food networks.",,high,medium,5-10 years,"['Education and training for farmers', 'Access to sustainable agricultural inputs', 'Policy support for sustainable practices', 'Technological infrastructure for storage and processing']","['Reduction in food loss and waste percentages', 'Increase in adoption of plant-based diets', 'Improved food security indicators', 'Reduction in GHG emissions from food systems']",
ipcc_0099,Water capture/storage,['adaptation'],['droughts'],"['water_resources', 'food_security', 'energy_security', 'geo-hydrological_disasters']",,['climate_resilience'],"Implementing water capture and storage solutions such as farm ponds, revival of water bodies, rain gardens, bioswales, retention ponds, and water storage tanks. These measures aim to mitigate climate-induced impacts by improving water management, reducing stormwater runoff, enhancing water quality, and supporting agriculture and energy production under changing climate scenarios. Multi-purpose water reservoirs and dams provide additional benefits by addressing water shortages and managing risks associated with natural hazards.","{'air_quality': 0, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 2}","Ensures access to water for underserved communities, supports sustainable livelihoods in water-scarce regions, and promotes equitable resource distribution through inclusive decision-making processes.",,high,medium,5-10 years,"['Investment in green infrastructure', 'community engagement', 'policy support for water resource management']","['Reduction in stormwater runoff', 'increase in water storage capacity', 'improvement in water quality', 'stability in agricultural yields']",
ipcc_0100,Efficient water use/demand,['adaptation'],['droughts'],"['water_resources', 'food_security']",,['climate_resilience'],"Implementing advanced irrigation techniques such as precision and drip irrigation to enhance water use efficiency in agriculture. Managed Aquifer Recharge (MAR) is applied to replenish groundwater supplies using stormwater, treated wastewater, or other sources. These actions are complemented by cooperative policies across multiple sectors to ensure sustainable water resource management, equitable access, and regional collaboration. Additionally, promoting changes in water consumption patterns, such as reducing waste and improving efficiency in urban and agricultural water use, supports resilience against water scarcity and enhances adaptive capacity in vulnerable regions. These efforts collectively aim to address the growing demand for freshwater in the face of climate change and ensure long-term sustainability.","{'air_quality': 0, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}","Supports vulnerable farming and urban communities by ensuring equitable access to water resources, promoting sustainable consumption patterns, and addressing persistent water stress in underserved areas.",,high,medium,5-10 years,"['Infrastructure for water reuse and MAR', 'Regulatory frameworks for water management', 'Education and training on irrigation techniques', 'Regional and cross-sector policy coordination']","['Reduction in agricultural water usage', 'Increase in groundwater recharge rates', 'Improved crop yields', 'Adoption of sustainable water consumption patterns', 'Regional collaboration metrics']",
ipcc_0101,Efficient water supply/distribution,['adaptation'],['droughts'],['water_resources'],,['climate_resilience'],"Implementing sustainable water supply systems by constructing irrigation infrastructure, promoting inter-basin water transfers, utilizing nature-based solutions (NBS) such as rain gardens, bioswales, and wetlands, and integrating advanced techniques like water reuse and water upgrading. Water reuse involves treating and recycling wastewater for non-potable or potable purposes, while water upgrading focuses on improving the quality of available water for diverse uses. These approaches enhance stormwater infiltration, improve urban water management, increase drought resilience, and support groundwater recharge. They provide energy-efficient and economical water solutions while maintaining sustainable urban development.","{'air_quality': 0, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}","Promotes equitable access to water resources, particularly in underserved urban areas, by integrating natural and engineered water management systems to benefit all communities, including low-income groups.",,high,medium,5-10 years,"['Adequate funding for infrastructure development', 'Community engagement for NBS implementation', 'Integration of urban planning with water management']","['Reduction in water scarcity incidents', 'Increase in groundwater recharge rates', 'Enhanced urban water infiltration capacity']",
ipcc_0102,Seasonal/temporary mobility,['adaptation'],['sea-level-rise'],"['food_security', 'biodiversity']",,['climate_resilience'],"Facilitating mobility of fishing fleets and workers to adapt to shifting marine species distributions caused by climate change. This includes enabling seasonal or temporary migration to align with the availability of resources, improving infrastructure and technology to support mobility, and fostering flexible governance to manage transboundary resources sustainably. These actions aim to maintain livelihoods and reduce economic impacts of climate variability.","{'air_quality': 0, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 2, 'stakeholder_engagement': 1}","Ensures equitable access to resources for vulnerable communities, including small-scale fishers and those dependent on seasonal income, by promoting inclusive governance structures and reducing barriers to mobility.",,high,medium,5-10 years,"['Infrastructure and technology investments', 'Transboundary agreements', 'Capacity-building initiatives to support mobility']","['Reduction in resource overexploitation', 'Increase in seasonal employment opportunities', 'Enhanced management of transboundary fisheries']",
