ActionID,ActionName,ActionType,AdaptationCategory,Hazard,Sector,Subsector,PrimaryPurpose,InterventionType,Description,BehavioralChangeTargeted,CoBenefits,EquityAndInclusionConsiderations,GHGReductionPotential,AdaptationEffectiveness,CostInvestmentNeeded,TimelineForImplementation,Dependencies,KeyPerformanceIndicators,Impacts
c40_0063,Local Food Support,['adaptation'],Economic actions,,,,['climate_resilience'],,"""Local Food Support"" programs promote the production and consumption of locally sourced foods. This initiative enhances food security, reduces the carbon footprint associated with food transportation, and supports local agricultural economies.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Local Food Support"" programs promote equity and inclusion by directly addressing the needs of vulnerable and underserved communities in several ways:

1. **Food Security**: By enhancing access to locally sourced foods, these programs help ensure that low-income families and marginalized groups have reliable access to nutritious food, thereby addressing food insecurity.

2. **Economic Support**: The initiative supports local agricultural economies, which often include small-scale farmers from underserved communities. This creates economic opportunities and helps to uplift these communities.

3. **Reduced Transportation Barriers**: By focusing on local food production and consumption, the program reduces the reliance on long-distance food transportation, which can disproportionately affect low-income communities that may lack access to transportation.

4. **Cultural Relevance**: Local food initiatives can incorporate culturally significant foods, ensuring that diverse communities see their dietary preferences and traditions represented, fostering a sense of inclusion.

5. **Community Engagement**: These programs often involve community participation in decision-making processes, empowering underserved populations to have a voice in the food systems that affect them.

Overall, the ""Local Food Support"" programs are designed to create a more equitable food system that prioritizes the needs and contributions of vulnerable communities.",,,medium,<5 years,"['Availability of local agricultural resources and farmers', 'Community engagement and support for local food initiatives', 'Infrastructure for distribution and storage of local foods', 'Consumer awareness and education about the benefits of local foods', 'Policies and regulations that support local food systems']","['Increase in local food production', 'Reduction in food transportation emissions', 'Growth in local agricultural economy', 'Increase in community participation in local food programs', 'Improvement in food security metrics', 'Percentage of locally sourced food in local markets', 'Consumer awareness and education levels regarding local food benefits']","['Enhances food security for low-income families', 'Supports local agricultural economies', 'Reduces carbon footprint from food transportation', 'Promotes equity and inclusion for underserved communities', 'Empowers community participation in food systems']"
c40_0064,Market Access,['adaptation'],Economic actions,,,,['climate_resilience'],,"""Market Access"" initiatives aim to remove barriers that hinder farmers' access to markets, promoting equitable opportunities for agricultural producers. This strategy enhances food security, fosters economic development, and supports sustainable food systems.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Market Access"" initiatives promote equity and inclusion by specifically targeting barriers that disproportionately affect vulnerable or underserved farmers, such as smallholder and marginalized producers. By facilitating access to markets, these initiatives ensure that all agricultural producers, regardless of their socio-economic status, have equitable opportunities to sell their products. This approach not only enhances food security for these communities but also fosters economic development by enabling them to participate in and benefit from sustainable food systems. Additionally, by focusing on underserved populations, the action actively works to uplift those who have historically been excluded from market opportunities, thereby promoting social and economic equity.",,,low,<5 years,"['Access to infrastructure such as roads and transportation to facilitate market connectivity', 'Availability of information and resources for farmers to understand market demands and pricing', 'Supportive policies and regulations that promote fair trade and market access', 'Financial services and credit options for farmers to invest in production and marketing', 'Collaboration with local and international organizations to enhance market opportunities']","['Number of farmers accessing new markets', 'Percentage increase in farmer income', 'Volume of agricultural products sold', 'Number of market barriers identified and addressed', 'Percentage of farmers reporting improved market access', 'Increase in local food production', 'Number of partnerships established with market stakeholders', 'Percentage of sustainable practices adopted by farmers']","['Enhances food security for vulnerable farmers', 'Promotes economic development for marginalized producers', 'Facilitates equitable market access for smallholder farmers', 'Supports social and economic equity in agricultural systems']"
c40_0065,Food Access Laws,['adaptation'],Laws and regulations actions,,,,['climate_resilience'],,"""Food Access Laws"" involve legislation and policies that ensure equitable access to healthy and affordable food options. This initiative addresses food justice issues and promotes community well-being through improved food access.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Food Access Laws"" initiative promotes equity and inclusion by specifically targeting vulnerable and underserved communities that often face barriers to accessing healthy and affordable food. By addressing food justice issues, the legislation seeks to rectify systemic inequalities that disproportionately affect low-income populations and marginalized groups. 

Additionally, the initiative fosters community well-being by ensuring that all individuals, regardless of their socioeconomic status, have the opportunity to access nutritious food options. This approach not only enhances food security but also empowers communities to participate in decision-making processes related to food access, thereby promoting inclusivity and representation. Overall, the action recognizes and addresses the unique challenges faced by underserved communities, ensuring that their needs are prioritized in the pursuit of equitable food access.",,,low,<5 years,"['Support from local and state governments to enact and enforce food access laws', 'Collaboration with community organizations to identify food justice issues', 'Funding and resources for implementing food access initiatives', 'Public awareness campaigns to educate communities about food access rights', 'Partnerships with local farmers and food producers to ensure a diverse supply of healthy food options']","['Number of food access laws enacted', 'Percentage increase in access to healthy food options', 'Reduction in food insecurity rates', 'Number of community organizations involved in food access initiatives', 'Percentage of low-income households with access to affordable healthy food', 'Increase in local food production', 'Public awareness and engagement levels regarding food justice issues', 'Changes in health outcomes related to diet and nutrition']","['Promotes equitable access to healthy and affordable food', 'Addresses food justice issues', 'Enhances food security for vulnerable communities', 'Empowers underserved communities in decision-making', 'Improves community well-being']"
c40_0066,Efficiency Rules,['adaptation'],Laws and regulations actions,['droughts'],,,['climate_resilience'],,"""Efficiency Rules"" encompass regulations and standards aimed at improving resource use and reducing waste in various sectors. This initiative contributes to overall resource efficiency, environmental sustainability, and climate mitigation.",,"{'air_quality': 0, 'water_quality': 1, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Efficiency Rules"" initiative promotes equity and inclusion by ensuring that regulations and standards for resource use and waste reduction are applied uniformly across all sectors, including those that serve vulnerable or underserved communities. By improving resource efficiency, the initiative helps to lower costs for essential services, making them more accessible to low-income households. Additionally, the focus on environmental sustainability directly benefits communities that are often disproportionately affected by pollution and resource depletion, thereby addressing historical inequities. Furthermore, the initiative can create job opportunities in sectors focused on efficiency improvements, providing economic benefits to underserved populations. Overall, the ""Efficiency Rules"" contribute to a more equitable distribution of environmental benefits and resources, fostering inclusion in climate action efforts.",,medium,low,5-10 years,"['Regulatory frameworks that support the implementation of efficiency standards', 'Technological advancements that enable improved resource use', 'Stakeholder engagement and collaboration across sectors', 'Data collection and analysis for monitoring resource efficiency', 'Public awareness and education on sustainability practices']","['Resource use efficiency', 'Waste reduction percentage', 'Carbon emissions reduction', 'Energy consumption per unit of output', 'Water usage efficiency', 'Percentage of recycled materials used', 'Compliance rate with efficiency standards', 'Cost savings from efficiency improvements', 'Public awareness and engagement levels', 'Reduction in environmental impact assessments']","['Improved water quality', 'Enhanced climate resilience', 'Promotion of equity and inclusion', 'Economic benefits through job creation', 'Reduction of resource waste']"
c40_0067,Air Quality ,['adaptation'],Government policies and programs actions,,,,['climate_resilience'],,"""Air Quality"" initiatives focus on monitoring, regulating, and improving air quality to mitigate the impact of pollution on public health and the environment. This strategy contributes to creating healthier urban environments and addressing climate-related health risks.",,"{'air_quality': 2, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Air Quality"" initiatives inherently promote equity and inclusion by prioritizing the health and well-being of vulnerable and underserved communities that are often disproportionately affected by air pollution. These communities typically experience higher levels of exposure to pollutants due to their proximity to industrial areas, highways, and other sources of air quality degradation. By focusing on monitoring and regulating air quality, the initiatives aim to reduce health disparities and improve overall public health outcomes for these populations.

Additionally, the emphasis on creating healthier urban environments directly benefits underserved communities, which may lack access to clean air and green spaces. The initiatives also foster community engagement by involving local residents in air quality monitoring and decision-making processes, ensuring that the voices of those most impacted are heard and considered. This participatory approach enhances social equity by empowering marginalized groups and promoting inclusive solutions to air quality challenges. Overall, the action addresses systemic inequities related to environmental health, contributing to a more just and equitable society.",,,high,<5 years,"['Access to real-time air quality monitoring technology', 'Collaboration with local governments and health organizations', 'Public awareness and education programs on air quality issues', 'Regulatory frameworks for pollution control', 'Funding and resources for air quality improvement projects', 'Data collection and analysis capabilities for air quality assessment']","['Air quality index (AQI) levels', 'Number of air quality monitoring stations', 'Reduction in particulate matter (PM2.5 and PM10) levels', 'Percentage of days with good air quality', 'Public health outcomes related to respiratory diseases', 'Community awareness and engagement levels', 'Compliance rates with air quality regulations', 'Emission reductions from key pollution sources', 'Number of initiatives or programs implemented', 'Funding allocated for air quality improvement projects']","['Improved air quality leading to better public health outcomes', 'Reduction of health disparities in vulnerable communities', 'Enhanced community engagement and empowerment', 'Promotion of social equity and inclusion in environmental health']"
c40_0068,Dietary Shift Promotion,['adaptation'],Government policies and programs actions,,,,['climate_resilience'],,"""Dietary Shift Promotion"" involves campaigns and policies to encourage healthier and more sustainable dietary choices. This initiative aims to reduce the environmental impact of food systems and promote climate-friendly eating habits.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Dietary Shift Promotion"" initiative considers equity and inclusion in several ways:

1. **Access to Information**: The campaigns are designed to educate all communities, particularly vulnerable and underserved populations, about the benefits of healthier and sustainable dietary choices, ensuring that everyone has access to knowledge that can improve their health and environmental impact.

2. **Culturally Relevant Options**: The initiative recognizes the importance of cultural dietary practices and aims to promote sustainable eating habits that are inclusive of diverse food traditions, making it more accessible and acceptable to various communities.

3. **Affordability and Accessibility**: By advocating for policies that support local and sustainable food systems, the initiative seeks to make healthy food options more affordable and accessible to low-income communities, addressing food deserts and economic barriers.

4. **Community Engagement**: The action involves engaging with underserved communities in the development and implementation of dietary shift campaigns, ensuring that their voices and needs are heard and prioritized in the decision-making process.

5. **Health Equity**: By promoting healthier eating habits, the initiative aims to reduce health disparities that disproportionately affect vulnerable populations, contributing to overall health equity and well-being.

Overall, the ""Dietary Shift Promotion"" initiative actively incorporates equity and inclusion considerations by focusing on education, cultural relevance, accessibility, community involvement, and health equity.",,,low,<5 years,"['Public awareness and education about the environmental impact of food choices', 'Collaboration with food producers and suppliers to promote sustainable practices', 'Support from government policies and regulations that incentivize sustainable diets', 'Access to affordable and healthy food options for all communities', 'Research and data on the benefits of dietary shifts for health and the environment']","['Reduction in greenhouse gas emissions from food production', 'Increase in plant-based food consumption', 'Percentage of population aware of sustainable dietary choices', 'Change in food waste levels', 'Number of campaigns or policies implemented', 'Engagement levels in dietary shift programs', 'Sales growth of sustainable food products', 'Reduction in water usage in food production', 'Improvement in public health metrics related to diet', 'Partnerships with local farms and food producers']","['Promotes climate resilience through sustainable dietary choices', 'Enhances health equity by addressing dietary disparities', 'Increases accessibility to healthy food options for underserved communities', 'Encourages community engagement in dietary initiatives', 'Supports cultural relevance in dietary practices']"
c40_0069,Food Procurement,['adaptation'],Government policies and programs actions,,,,['climate_resilience'],,"""Food Procurement"" strategies involve sourcing food for public institutions and services from sustainable and local producers. This initiative supports sustainable agriculture, reduces the carbon footprint of food supply chains, and promotes responsible consumption.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Food Procurement"" strategies promote equity and inclusion by prioritizing sourcing from local producers, which often includes small-scale farmers and underserved communities. This approach helps to ensure that these producers have access to public contracts, thereby supporting their economic stability and growth. Additionally, by focusing on sustainable agriculture, the initiative encourages practices that can benefit marginalized communities, who are often disproportionately affected by environmental degradation. Furthermore, the emphasis on responsible consumption can raise awareness about food justice issues, fostering a more inclusive dialogue around food access and equity in public institutions. Overall, this climate action directly engages vulnerable communities by creating opportunities for local economic development and promoting sustainable practices that benefit all.",,,low,5-10 years,"['Availability of local and sustainable food producers', 'Infrastructure for efficient food distribution', 'Support from public institutions and services', 'Consumer awareness and demand for sustainable food', 'Policies and regulations promoting sustainable procurement practices', 'Collaboration between stakeholders in the food supply chain']","['Percentage of food sourced from local producers', 'Reduction in carbon footprint of food procurement', 'Percentage increase in sustainable agriculture suppliers', 'Cost savings from local sourcing', 'Percentage of seasonal produce purchased', 'Waste reduction in food procurement', 'Stakeholder satisfaction with food quality', 'Number of partnerships with local farmers', 'Training sessions conducted on sustainable procurement practices']","['Supports local economies by prioritizing small-scale farmers', 'Promotes sustainable agricultural practices', 'Enhances food security in underserved communities', 'Encourages responsible consumption and awareness of food justice', 'Fosters economic stability and growth for marginalized producers']"
c40_0070,City is implementing city-wide speed restrictions and a programme of physichal measures to tackle road danger,['mitigation'],,,['transportation'],,['ghg_reduction'],"['regulations_and_laws', 'programs_and_initiatives']","""City-wide Speed Restrictions and Road Danger Measures"" include the implementation of speed limits and physical measures to enhance road safety. This program aims to reduce traffic-related hazards, promote sustainable transportation, and improve overall urban safety.","The targeted behavioral change aimed by the ""City-wide Speed Restrictions and Road Danger Measures"" is to encourage individuals to adopt safer and more sustainable modes of transportation, such as walking, biking, or using public transit, by enhancing perceptions of road safety and reducing traffic-related hazards. This shift is expected to lead to a decrease in reliance on personal vehicles, ultimately contributing to lower greenhouse gas emissions and improved urban safety.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': -1, 'stakeholder_engagement': 0}","The ""City-wide Speed Restrictions and Road Danger Measures"" action promotes equity and inclusion in several ways:

1. **Enhanced Safety for Vulnerable Road Users**: By implementing speed limits and physical measures to improve road safety, the action prioritizes the protection of vulnerable populations, such as pedestrians, cyclists, and children, who are often at greater risk in urban environments.

2. **Access to Sustainable Transportation**: The focus on promoting sustainable transportation options benefits underserved communities that may rely on walking, biking, or public transit. This ensures that all community members have safer access to these modes of transport.

3. **Reduction of Traffic Hazards**: By addressing traffic-related hazards, the action helps to create a safer urban environment for all residents, particularly those in low-income neighborhoods that may experience higher rates of traffic incidents.

4. **Community Engagement**: The implementation of such measures often involves community input, ensuring that the voices of underserved populations are heard and considered in the decision-making process, fostering a sense of ownership and inclusion.

5. **Health Benefits**: Improved road safety and reduced traffic speeds contribute to better air quality and lower noise pollution, which disproportionately affect low-income communities, thereby promoting health equity.

Overall, this climate action recognizes and addresses the specific needs of vulnerable and underserved communities, ensuring that safety and accessibility are prioritized in urban planning.",,,low,,"['Collaboration with local government and law enforcement to enforce speed limits', 'Public awareness campaigns to educate citizens about the benefits of speed restrictions', 'Infrastructure investment for physical road safety measures such as speed bumps and pedestrian crossings', 'Data collection and analysis to assess traffic patterns and identify high-risk areas', 'Community engagement to gather input and support for the measures']","['Reduction in traffic-related accidents', 'Percentage decrease in average vehicle speeds', 'Increase in public transportation usage', 'Number of pedestrian and cyclist injuries', 'Public satisfaction with road safety measures', 'Reduction in greenhouse gas emissions from transportation', 'Increase in the number of active transportation users (walking, cycling)', 'Compliance rate with new speed limits']","['Reduction in greenhouse gas emissions through decreased reliance on personal vehicles', 'Improved road safety for vulnerable populations', 'Enhanced access to sustainable transportation options for underserved communities', 'Community engagement in decision-making processes', 'Health benefits from reduced air pollution and noise']"
c40_0071,Sustainable Cooking,['mitigation'],,,['stationary_energy'],,['ghg_reduction'],['programs_and_initiatives'],"""Sustainable Cooking"" initiatives encourage environmentally friendly cooking practices, including the use of energy-efficient appliances and sustainable cooking methods. This strategy promotes resource conservation and contributes to overall sustainability in food preparation.","The targeted behavioral change that the ""Sustainable Cooking"" initiatives aim to achieve is the adoption of environmentally friendly cooking practices among individuals and households. This includes the increased use of energy-efficient appliances and sustainable cooking methods, leading to reduced energy consumption and resource conservation in food preparation. By fostering a perception of sustainability as a valuable and practical choice, the initiative encourages people to shift their cooking habits towards practices that contribute to overall climate action and sustainability.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","The ""Sustainable Cooking"" initiatives promote equity and inclusion by targeting vulnerable or underserved communities that may lack access to energy-efficient appliances and sustainable cooking methods. By providing education and resources on environmentally friendly cooking practices, these initiatives empower individuals in these communities to adopt sustainable habits that can lead to cost savings and improved health outcomes. Additionally, the focus on resource conservation aligns with the needs of underserved populations, who often face higher energy costs and food insecurity. By fostering access to sustainable cooking practices, the initiative helps to level the playing field, ensuring that all community members can benefit from environmentally friendly solutions.","{'stationary_energy': '0-19', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,low,5-10 years,"['Availability of energy-efficient appliances', 'Access to information on sustainable cooking methods', 'Support from local governments and organizations for sustainable practices', 'Consumer awareness and education on the benefits of sustainable cooking', 'Availability of resources for training and workshops on sustainable cooking techniques']","['Reduction in energy consumption', 'Increase in use of energy-efficient appliances', 'Decrease in carbon emissions from cooking', 'Number of participants in sustainable cooking programs', 'Amount of resources conserved (water, electricity)', 'User satisfaction with sustainable cooking practices', 'Reduction in food waste', 'Increase in awareness of sustainable cooking methods']","['Reduction in GHG emissions from stationary energy use', 'Promotion of energy-efficient cooking practices', 'Empowerment of underserved communities through access to sustainable cooking resources', 'Potential cost savings for households adopting sustainable cooking methods']"
ipcc_0001,Changes in Urban Form,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['infrastructure_investments', 'programs_and_initiatives']","Enhancing urban density and mixed land use to reduce travel distances, car dependency, and associated greenhouse gas emissions. Includes public transport infrastructure, pedestrian pathways, and bike-friendly zones.",Encourages shifts from car dependency to active transport and public transit use.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}","Improves access to efficient, affordable transport options for underserved communities, reducing social and economic disparities.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Policy support for land-use planning', 'public acceptance', 'reallocation of transport budgets towards sustainable modes']","['Reduction in per capita car use', 'increase in public transport ridership', 'improved walkability index']","['Improved urban livability', 'better public health outcomes', 'reduced GHG emissions']"
ipcc_0002,Active Transport Modes,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['infrastructure_investments', 'programs_and_initiatives']",Promoting walking and cycling as primary modes of transport for short journeys (5 km or less) to reduce dependency on light-duty vehicles and decrease GHG emissions.,Encourages a modal shift from car and motorcycle use to walking and cycling.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}","Improves access to safe and affordable transport options, particularly for low-income communities, while enhancing urban mobility for underserved groups.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,<5 years,"['Investment in safe walking and cycling infrastructure', 'public awareness campaigns', 'supportive urban planning policies']","['Increase in kilometers of bicycle and walking networks', 'rise in active transport modal share', 'reduction in car usage for short trips']","['Improved public health', 'reduced urban congestion', 'lower transport-related GHG emissions', 'enhanced quality of urban life']"
ipcc_0003,Public Transit,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']",Promoting the use of public transportation systems such as buses and rail for urban and intercity travel to reduce dependency on light-duty vehicles and decrease greenhouse gas emissions.,Encourages a shift from private car usage to public transit for short and medium journeys.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Improves access to affordable and efficient transport options, particularly benefiting low-income and underserved communities.","{'stationary_energy': None, 'transportation': '20-39', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Investments in modern and efficient transit systems', 'policies to disincentivize private car use', 'public awareness campaigns to encourage public transit adoption']","['Increase in public transit ridership', 'reduction in private vehicle kilometers traveled', 'emissions reduction per passenger kilometer']","['Enhanced urban livability', 'reduced traffic congestion', 'improved public health', 'significant reductions in transport-related greenhouse gas emissions']"
ipcc_0004,Dematerialisation of the Economy,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'infrastructure_investments']","Promoting the reduction in the quantity of materials used per unit of output to improve material efficiency, reduce transport needs, and enhance the efficiency of freight transport. Examples include combining multiple functions into single devices, localized production through 3D printing, and circular economy principles.",Encourages reduced material consumption and adoption of multifunctional devices to reduce transport demand,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}",Supports equitable access to sustainable products and promotes efficient resource use to benefit underserved communities,"{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,>10 years,"['Technological innovation', 'adoption of circular economy practices', 'behavioral shifts towards minimalism and efficiency']","['Reduction in material intensity per unit output', 'decrease in freight transport emissions', 'increased adoption of circular economy practices']","['Improved resource efficiency', 'lower environmental footprint', 'potential for reduced transport emissions']"
ipcc_0005,Shared Mobility,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'infrastructure_investments']","Promoting shared mobility solutions such as car sharing, bike sharing, e-scooters, and carpooling to reduce reliance on privately owned vehicles and decrease greenhouse gas emissions. Shared Mobility includes Mobility as a Service (MaaS), integrating various transportation services for increased system efficiency.",Encourages reduced vehicle ownership and increased use of shared transport options for short and medium journeys.,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Promotes equitable access to affordable transport options, especially for underserved communities, while reducing individual costs.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Development of efficient shared mobility platforms', 'supportive urban policies', 'technological advancements in ride-sharing systems']","['Increase in shared mobility trips', 'reduction in private vehicle kilometers traveled', 'decreased transport-related emissions']","['Enhanced urban mobility', 'reduced traffic congestion', 'lower transport emissions', 'increased system efficiency']"
ipcc_0006,Teleworking,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'regulations_and_laws']","Encouraging teleworking (working from home) and videoconferencing as alternatives to commuting and in-person meetings, thereby reducing light-duty vehicle travel and associated emissions.","Promotes a shift towards digital solutions, reducing the need for physical travel.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Improves work flexibility, enabling greater participation from individuals with mobility constraints or caregiving responsibilities.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,low,<5 years,"['Widespread access to high-speed internet', 'supportive organizational policies', 'employee willingness to adopt teleworking']","['Reduction in commuter trips', 'increase in teleworking adoption rates', 'decreased transport-related emissions']","['Reduced traffic congestion', 'improved air quality', 'enhanced work-life balance', 'lower transport emissions']"
ipcc_0007,Smart Mobility,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']","Utilizing advanced technologies, such as ICT, IoT sensors, AI, and Mobility as a Service (MaaS), to improve transport efficiency, reduce emissions, and enhance urban mobility. Smart mobility integrates various transport modes and optimizes operations to compete with private vehicles.","Encourages a shift from private vehicle use to integrated, efficient, and shared transport solutions.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Improves access to efficient and affordable transportation options, especially for marginalized groups, while supporting urban regeneration and connectivity.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,high,5-10 years,"['Widespread adoption of ICT and IoT technologies', 'supportive urban planning', 'investments in shared and digitalized mobility systems']","['Increase in shared and public transport use', 'reduction in private vehicle kilometers traveled', 'decreased transport-related emissions']","['Enhanced urban livability', 'reduced congestion', 'improved air quality', 'significant advancements in transport efficiency']"
ipcc_0008,Supply Chain Management,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'infrastructure_investments']","Improving logistics planning in freight transport through strategies such as route optimisation, load optimisation, and eco-driving to reduce travel distances and enhance efficiency, thereby lowering GHG emissions.",Encourages efficient logistics and eco-friendly driving practices to reduce fuel consumption and operational costs.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}",Promotes equitable access to sustainable logistics solutions for small and medium enterprises while supporting job retention in the logistics sector.,"{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Access to advanced logistics tools and software', 'collaboration between supply chain stakeholders', 'integration of eco-driving training']","['Reduced freight distances', 'increased vehicle carrying capacity', 'improved fuel efficiency', 'reduced operating costs']","['Reduced operating costs', 'improved corporate image', 'enhanced transport infrastructure utilisation', 'potential air quality improvement']"
ipcc_0009,E-commerce,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'infrastructure_investments']",Encouraging consumer purchasing of goods online to reduce travel by light-duty vehicles for shopping purposes. This trades vehicle kilometers traveled for light-duty vehicles with freight transport through light trucks ('last-mile delivery').,Encourages a shift from in-person shopping trips to online purchasing and efficient last-mile delivery systems.,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}","Promotes accessibility to goods for individuals in underserved or remote areas, while reducing personal transportation costs.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Expansion of e-commerce platforms', 'investments in last-mile delivery logistics', 'consumer trust in online shopping']","['Reduction in vehicle kilometers traveled (VMT) for shopping', 'increase in online shopping adoption rates', 'emissions reductions in freight logistics']","['Improved urban mobility', 'reduced shopping-related travel emissions', 'enhanced convenience for consumers']"
ipcc_0010,Vehicle Automation,['mitigation'],,,['transportation'],['on-road'],['ghg_reduction'],"['programs_and_initiatives', 'infrastructure_investments']","Utilizes advanced technologies to automate driving tasks, improve road safety, optimize driving patterns, reduce congestion, and enhance efficient use of road space. Levels range from driver assistance to full autonomy.","Encourages shifts to safer, more efficient automated driving systems, potentially reducing congestion and travel emissions.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}","Provides mobility access to marginalized groups, including the elderly, people with disabilities, and those unable to drive, while promoting safer transport systems.","{'stationary_energy': None, 'transportation': '0-19', 'waste': None, 'ippu': None, 'afolu': None}",,high,>10 years,"['Development and deployment of autonomous vehicle technologies', 'supportive regulatory frameworks', 'public acceptance of automated systems']","['Reduction in congestion', 'improved fuel efficiency', 'decreased transport-related emissions per vehicle kilometer', 'increased accessibility for marginalized groups']","['Enhanced road safety', 'reduced traffic congestion', 'increased accessibility for underserved populations', 'optimization of transport systems for environmental and societal benefit']"
