region,formula_input_value,formula_input_units,datasource,actor_id,gas,parameter_code,parameter_name,year,formula_name,metadata,rnk,methodology_name,gpc_refno,methodology_id,formulainput_id
Sweden,108.0,g/capita/day,FAO stat,SE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3b33fc5c-0970-4a33-8001-58f30b950241
Switzerland,94.0,g/capita/day,FAO stat,CH,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,3d23d697-ce02-4bd8-96d1-0d66c586e6f5
Tajikistan,52.0,g/capita/day,FAO stat,TJ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,5c1f13ae-6586-4a37-9fc9-1a07e02586be
Thailand,59.0,g/capita/day,FAO stat,TH,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,c3d52e3d-49c3-4833-bf0f-1f953ce71ed2
The former Yugoslav Republic of Macedonia,80.0,g/capita/day,FAO stat,MK,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,057d3475-1b59-4ae5-8026-f6ee456d466f
Timor-Leste,55.0,g/capita/day,FAO stat,TL,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,471a7aee-6678-47ef-9a37-76eb52f0366a
Togo,55.0,g/capita/day,FAO stat,TG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,1f062b85-ff5e-4140-9fa9-be10918b6508
Trinidad and Tobago,76.0,g/capita/day,FAO stat,TT,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,6eadba7e-037b-48cd-a52c-5b261326267b
Tunisia,97.0,g/capita/day,FAO stat,TN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,98edf849-7fbb-4f42-9a94-a738075564d9
Turkey,103.0,g/capita/day,FAO stat,TR,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,939d5b13-3310-4e3c-b0cc-7c079cac8321
Turkmenistan,92.0,g/capita/day,FAO stat,TM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,77c3ee12-fdaf-41af-a6f1-5f01882c6a8b
Uganda,51.0,g/capita/day,FAO stat,UG,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,6035b8a1-aec2-4b82-b052-adec1e90e773
Ukraine,86.0,g/capita/day,FAO stat,UA,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,de56c3e4-5178-4acf-bb74-755ba0a7420a
United Arab Emirates,100.0,g/capita/day,FAO stat,AE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,9e697509-0bbf-45e8-9313-1fc664adc602
United Kingdom,102.0,g/capita/day,FAO stat,GB,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,262eb899-739f-4400-85dd-194b6752e4d8
United Republic of Tanzania,55.0,g/capita/day,FAO stat,TZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,a0adc03a-c42f-4a91-bdb1-3963b79d3492
United States of America,110.0,g/capita/day,FAO stat,US,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,2586e4c9-df80-4183-a2e6-ff6b26fe4706
Uruguay,86.0,g/capita/day,FAO stat,UY,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,f4601187-3669-4459-a99b-948aced3e560
Uzbekistan,80.0,g/capita/day,FAO stat,UZ,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,bf6580a9-9524-4608-a398-292881287263
Vanuatu,67.0,g/capita/day,FAO stat,VU,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,401e7331-8ed4-40a4-ace4-a4c337a4c148
Venezuela (Bolivarian Republic of),84.0,g/capita/day,FAO stat,VE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,44a1e181-82cb-416f-b08d-6738bb130e09
Viet Nam,76.0,g/capita/day,FAO stat,VN,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,978488f6-81a9-488c-90e4-5cb36e25a4b9
Yemen,58.0,g/capita/day,FAO stat,YE,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,232c6bce-3000-420d-9e2d-1b1e2edb59ac
Zambia,52.0,,,ZM,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,938d19cd-b5cd-4482-9225-f557996fcf18
Zimbabwe,53.0,,,ZW,N2O,protein,protein_consumption,,domestic-wastewater,,1,wastewater-outside-domestic-calculator-activity,III.4.2,b0da6b28-c5e0-3f8a-859f-96bac5ff7f6c,5cf4f894-6b2e-4213-9599-4491ae2caf77
