actor_id,year,population
US SAN,1890,16159
US SAN,1910,39578
US SAN,1930,147995
US SAN,2010,1307402
US SAN,2014,1345895
US SAN,2020,1386932
US SAN,2015,1394928
US SAN,1850,500
US SFO,1848,1000
US SFO,1849,25000
US SFO,1860,56802
US SFO,2012,827420
US SFO,1870,149473
US SFO,1880,233959
US SFO,1890,298997
US SFO,1900,342782
US SFO,1910,416912
US SFO,1920,506676
US SFO,1930,634394
US SFO,1940,634536
US SFO,1980,678974
US SFO,1970,715674
US SFO,1990,723959
US SFO,2005,739426
US SFO,1960,740316
US SFO,1950,775357
US SFO,2000,776733
US SFO,2010,805704
US SFO,2011,815016
US SFO,2013,837442
US SFO,2014,852469
US SFO,2016,870887
US SFO,2020,873965
US SFO,2019,883869
US SFO,2018,883963
US SFO,2017,884363
US RSS,2020,3980
US RSS,2010,4105
US RKU,2010,3380
US RKU,2000,3645
US RKU,2020,3744
US OJE,2020,5782
US OJE,2010,6075
US 7RX,2020,678
US 7RX,2010,691
US 8RX,2020,361
US 8RX,2010,369
US 8RX,2000,384
US 8RX,1990,437
US REC,2020,577
US REC,2010,653
US 9RT,2020,2750
US 9RT,2010,2773
US RFM,2010,5841
US RFM,2020,5858
US QDA,2010,417
US QDA,2020,438
US RYC,2020,802
US RYC,2010,861
US RHP,2020,997
US RHP,2010,1231
US RHP,2000,1278
US RUH,2010,6341
US RUH,1850,742
US RUH,2020,6208
US OIV,2020,2343
US OIV,2010,2484
US OQK,2010,2045
US OQK,2020,2046
US O82,2020,103
US O82,2010,135
US OH8,2020,128
US OH8,2010,169
US OTY,2019,970
US OTY,2020,901
US OTY,2010,1008
US OKA,2020,2513
US OKA,2010,2692
US OFU,2020,218
US OFU,2010,219
US PTB,2010,32579
US PTB,2012,32161
US PTB,2011,32182
US PTB,2015,32477
US PTB,2013,32538
US PTB,2020,33458
US OBC,2010,5441
US OBC,2020,8095
US OPA,2010,6659
US OPA,2020,6771
US KOZ,2020,109
US KOZ,2010,161
US PDT,2010,16612
US PDT,2020,17107
US OSA,2020,6976
US OSA,2010,7757
US OYI,2010,3752
US OYI,2020,3787
US ORL,2010,238300
US ORL,2017,280257
US ORL,2020,307573
US PIA,2020,113150
US PIA,2007,113546
US PIA,2010,115007
US PYX,2010,8225
US PYX,2020,8555
US OEU,2010,88328
US OEU,2012,90749
US OEU,2020,98129
US PIQ,2020,1897
US PIQ,2010,1977
US IIP,2010,820
US IIP,2020,841
US OLL,2010,7603
US OLL,2020,7628
US PQU,1960,49150
US PQU,2020,62088
US PQU,2010,62942
US QVJ,2010,1354
US QVJ,2020,1397
US ZHE,2020,1141
US ZHE,2010,1215
US C7H,2010,424
US C7H,2020,427
US OAS,2020,267
US OAS,2010,288
US OBI,2020,991
US OBI,2010,1119
US IUN,2020,885
US IUN,2010,1013
US OTN,2020,581
US OTN,2010,608
US OCM,2010,35579
US OCM,2020,47295
US P4K,2010,5979
US P4K,2020,6796
US OW2,2010,880
US OW2,2020,890
US OZT,2010,1849
US OZT,2015,1991
US OZT,2020,2019
US VYS,2020,9896
US VYS,2010,10295
US OMJ,2020,3074
US OMJ,2010,3223
US OFT,2020,811
US OFT,2010,908
US OBH,2010,550
US OBH,2020,867
US PHP,2020,759
US PHP,2010,779
US 9OM,2010,1221
US 9OM,2020,1318
US PCU,2010,10878
US PCU,2020,11885
US OHQ,2020,995
US OHQ,2010,1328
US RHZ,2010,3079
US RHZ,2020,3228
US ROY,2010,2582
US ROY,2020,2649
US RL3,2020,270
US RL3,2010,264
US OSO,2020,379
US OSO,2010,423
US RAE,2020,1584
US RAE,2010,1873
US R2S,2020,1508
US R2S,2010,1653
US RSV,2010,47299
US RSV,2020,47710
US RSL,2020,4401
US RSL,2010,4506
US RXQ,2020,2260
US RXQ,2010,2262
US RZA,2010,550
US RZA,2020,598
US UED,2010,338
US UED,2020,348
US RUF,2020,1860
US RUF,2010,1731
US 7RU,2020,698
US 7RU,2010,714
US ROT,1880,395
US ROT,2020,1572
US ROT,2010,1765
US RYW,2010,793
US RYW,2020,816
US RRE,2000,1350
US RRE,2010,1483
US RRE,2020,1546
US UEF,2010,170
US UEF,2020,141
US ROQ,2010,664
US ROQ,2020,1041
US XLK,2020,253
US XLK,2010,304
US XLK,2000,378
US ROU,2010,23989
US ROU,2020,25178
US USL,2020,1643
US USL,2010,1775
US 9WE,2010,393
US 9WE,2020,424
US RU8,2010,1480
US RU8,2020,1498
US 9YT,2020,1250
US 9YT,2010,1258
US RMM,2020,25650
US RMM,2010,21874
US RVK,2010,6960
US RVK,2020,7164
US XRL,2020,880
US XRL,2010,1123
US RPV,2010,218
US RPV,2020,231
US RN9,2020,636
US RN9,2010,725
US RUP,2010,24
US RUP,2020,26
US RY2,2010,5856
US RY2,2020,6161
US RI3,2020,1105
US RI3,2010,1151
US RAJ,2010,29094
US RAJ,2020,30523
US RC2,2020,1226
US RC2,2010,1341
US XLB,2010,2140
US XLB,2020,1776
US RZH,2020,1371
US RZH,2010,1626
US RQH,2010,2937
US RQH,2020,3351
US RS7,2010,576
US RS7,2020,701
US RSB,2020,1163
US RSB,2010,1191
US RXB,1880,483
US RXB,2020,8134
US RXB,2010,8362
US RB9,2000,429
US RB9,2010,482
US RB9,2020,494
US RZP,2000,1390
US RZP,2020,1519
US RZP,2010,1692
US NCW,2020,485
US NCW,2010,611
US OK8,2010,1470
US OK8,2012,1524
US OK8,2020,1588
US OLE,2020,13937
US OLE,2010,14452
US OCN,2010,167086
US OCN,2020,174068
US OCN,2013,174558
US OHH,2010,1170
US OHH,2020,1157
US OXM,2020,771
US OXM,2010,789
US QOD,2010,3585
US QOD,2020,4969
US NSC,2010,2530
US NSC,2020,3042
US OCG,2000,605
US OCG,2020,672
US OCG,2010,676
US O3L,2020,934
US O3L,2000,1204
US O3L,2010,1281
US OLH,2020,216
US OLH,2010,218
US ONF,2010,6567
US ONF,2020,6938
US OLM,2010,46478
US OLM,2020,55605
US OGA,2010,4737
US OGA,2020,4878
US OCO,2010,15759
US OCO,2020,18203
US OGD,2010,82825
US OGD,2012,83793
US OGD,2020,87321
US OMA,2010,408958
US OMA,2008,438646
US OMA,2017,466893
US OMA,2020,486051
US OO2,2020,8960
US OO2,2010,8624
US OGS,2020,10064
US OGS,2010,11128
US OB2,2010,4527
US OB2,2018,4655
US OB2,2020,5341
US NOW,2010,10506
US NOW,2020,11351
US NO3,2020,5149
US NO3,2010,5297
US OSD,2010,99940
US OSD,2020,114428
US KND,2010,927
US KND,2020,934
US KND,2000,954
US NTG,2010,15707
US NTG,2020,16335
US HK5,2020,1851
US HK5,2010,1902
US OKD,2020,6230
US OKD,2010,6240
US GKF,2020,661
US GKF,2010,737
US OS8,2010,5569
US OS8,2020,6715
US N4Y,2000,4611
US N4Y,1990,4754
US N4Y,2010,5014
US N4Y,2020,5077
US OGY,2020,3712
US OGY,2010,3791
US OLY,2020,8701
US OLY,2010,9115
US OFA,2010,28281
US OFA,2020,32289
US NXN,2020,2688
US NXN,2000,3017
US NXN,2010,3064
US NVY,2020,6608
US NVY,2010,6728
US O4K,2020,198
US O4K,2010,225
US OKB,2020,5254
US OKB,2010,5621
US NW5,2020,444
US NW5,2010,491
US OLB,2020,141290
US OLB,2010,125872
US NTK,2020,3517
US NTK,2010,3731
US NZO,2020,2840
US NZO,2010,2845
US MSO,1870,400
US MSO,1915,12500
US MSO,1880,347
US MSO,1960,27090
US MSO,1890,3426
US MSO,1900,4366
US MSO,2017,73340
US MSO,1905,10769
US MSO,1920,12668
US MSO,1910,12896
US MSO,1930,14657
US MSO,1940,18449
US MSO,1950,22485
US MSO,1970,29497
US MSO,1980,33388
US MSO,1990,42918
US MSO,2000,57053
US MSO,2010,66788
US MSO,2020,73489
US MVP,2020,807
US MVP,2012,886
US MVP,2010,907
US O2K,2020,768
US O2K,2010,807
US MOT,1970,32290
US MOT,1950,22032
US MOT,1960,30987
US MOT,1980,32843
US MOT,1990,34544
US MOT,2000,36567
US MOT,2010,40888
US MOT,2020,48377
US NTU,2010,1394
US NTU,2020,1449
US MKA,1860,203
US MKA,2010,49734
US MKA,2020,53781
US 4CA,2010,17643
US 4CA,2012,18342
US 4CA,2020,19514
US OQR,2000,3148
US OQR,2014,3201
US OQR,2010,3205
US OQR,2020,3206
US OQR,2015,3211
US KGA,2020,679
US KGA,2010,702
US FIZ,2020,215
US FIZ,2010,257
US OH2,2020,121
US OH2,2010,133
US 2MO,2010,1192
US 2MO,2020,1393
US OGF,2010,369
US OGF,2020,388
US MJI,2010,93305
US MJI,2020,93653
US M5S,2020,1085
US M5S,2010,1208
US M5S,2000,1264
US OPI,2010,26477
US OPI,2020,30995
US MLU,2019,47294
US MLU,2020,47702
US MLU,2010,48815
US MOB,2020,187041
US MOB,2010,195111
US KRC,2010,2531
US KRC,2020,2652
US M7K,2010,185
US M7K,2020,188
US OKN,2020,1090
US OKN,2010,1204
US MZT,2010,36664
US MZT,2020,37865
US YOQ,2010,892
US YOQ,2020,1577
US MME,2010,3310
US MME,2020,3117
US OVN,2000,607
US OVN,2010,617
US OVN,2020,647
US M4K,2020,1928
US M4K,2010,2078
US MLI,2020,42985
US MLI,2010,43483
US MOL,2000,5647
US MOL,2010,8108
US MOL,2020,10228
US MMR,2010,122041
US MMR,2012,128729
US MMR,2020,134721
US ONH,2020,5065
US ONH,2010,5229
US YLI,2010,6604
US YLI,2020,6873
US TAM,2020,3130
US TAM,2010,2877
US QTR,2010,2325
US QTR,2020,2607
US TPD,2010,197
US TPD,2020,217
US TKO,2010,778
US TKO,2020,817
US ELE,2020,1469
US ELE,2010,1539
US TKV,2020,2193
US TKV,2010,2375
US TZV,2020,4486
US TZV,2010,4627
US YTL,1920,278
US YTL,1940,381
US YTL,1930,421
US YTL,1950,739
US YTL,1960,868
US YTL,1970,1411
US YTL,1980,2577
US YTL,1990,3274
US YTL,2010,6066
US YTL,2020,6282
US UTA,2010,2096
US UTA,2020,1652
US UTA,2000,2332
US T7E,2010,1677
US T7E,2020,1694
US YRA,2020,1941
US YRA,2010,1942
US SS9,2020,1316
US SS9,2010,1484
US TC7,2000,570
US TC7,2020,494
US TC7,2010,516
US T4X,2010,1160
US T4X,2020,989
US 8AF,2020,2801
US 8AF,2010,3048
US 8AF,2000,3396
US TAH,2020,2375
US TAH,2010,2673
US SWW,2018,10518
US SWW,2020,10622
US SWW,2010,10906
US TYT,2010,15191
US TYT,2020,16267
US TZU,2000,1175
US TZU,2020,1342
US TZU,2010,1385
US UG2,2010,3560
US UG2,2020,3384
US TF2,2020,8546
US TF2,2010,9327
US TSP,2020,12939
US TSP,2010,14414
US ZFK,2020,1332
US ZFK,2010,1368
US TZW,2010,2218
US TZW,2020,2348
US XNE,2010,63131
US XNE,2020,63409
US HOE,2010,8925
US HOE,2020,9828
US TJT,2020,26690
US TJT,2000,20918
US TJT,2010,24541
US TAU,2020,6286
US TAU,2019,6666
US TAU,2010,7335
US TAV,2010,13951
US TAV,2020,19003
US TCQ,2010,7620
US TCQ,2020,12832
US TTU,2012,53
US TTU,2010,75
US TTU,2020,76
US TQH,2020,90
US TQH,2010,117
US TYN,1870,169
US TYN,2020,2320
US TYN,2010,2098
US T9C,2010,376
US T9C,2020,448
US TMG,2010,17537
US TMG,2020,18394
US YLV,2010,763
US YLV,2020,1256
US TSL,2010,260
US TSL,2020,246
US SL6,2020,2578
US SL6,2010,2588
US ING,2020,107762
US ING,2010,109673
US V8L,2020,573
US V8L,2010,608
US V8L,2012,612
US YDK,2010,3833
US YDK,2020,5234
US UTT,2020,1914
US UTT,2010,2129
US NRS,2020,26137
US NRS,2010,26324
US IQL,2010,936
US IQL,2020,1087
US ZD9,2010,3844
US ZD9,2020,3894
US IDZ,2020,4757
US IDZ,2010,4958
US IDA,2010,56813
US IDA,2020,64818
US 2DU,2010,2250
US 2DU,2020,2193
US IDO,2010,14758
US IDO,2020,20263
US INM,2020,2990
US INM,2010,2321
US HUB,2020,6922
US HUB,2010,7149
US HTK,2010,42080
US HTK,2020,40006
US IBE,2020,703
US IBE,2010,736
US M7B,2020,1376
US M7B,2010,1564
US H7D,2020,800
US H7D,2010,877
US IML,2020,2068
US IML,2010,2071
US HU6,2010,760
US HU6,2020,857
US HT5,2010,14698
US HT5,2020,27577
US ZFW,2000,1740
US ZFW,2020,1787
US ZFW,2010,1804
US HTC,2000,2805
US HTC,2010,5338
US HTC,2020,5607
US HMX,2010,15133
US HMX,2020,16795
US XZZ,2020,268
US XZZ,2010,304
US YIG,2010,9387
US YIG,2020,9519
US IOC,2010,76036
US IOC,2020,89137
US IAA,2010,14782
US IAA,2020,15833
US HEK,2020,21021
US HEK,2010,21571
US IDX,2020,466
US IDX,2010,485
US 8RB,2020,3673
US 8RB,2010,4113
US IDG,2020,2051
US IDG,2010,2142
US ZD8,2010,8225
US ZD8,2020,9019
US HNG,2020,54883
US HNG,2010,58114
US HUH,2000,195289
US HUH,2010,203264
US HUH,2020,204127
US HTV,2010,38548
US HTV,2020,45941
US IDH,2010,1717
US IDH,2020,1782
US IDN,2020,9646
US IDN,2010,10683
US 7HU,2020,1934
US 7HU,2010,1938
US HUY,2010,1547
US HUY,2020,1558
US YIL,2010,2720
US YIL,2020,3010
US ILA,2010,3597
US ILA,2020,3703
US UEU,2020,309
US UEU,2010,383
US HUN,2020,17022
US HUN,2010,17391
US HUC,2020,2070
US HUC,2010,2092
US OCL,2000,4659
US OCL,2010,4929
US OCL,2020,5415
US OTR,2020,12625
US OTR,2010,12649
US ONO,2000,10985
US ONO,2010,11366
US ONO,2020,11645
US TGH,2020,4120
US TGH,2010,3956
US OXS,2010,2430
US OXS,2020,2688
US XKF,2000,5847
US XKF,2010,7364
US XKF,2020,8549
US OT5,1960,3049
US OT5,2010,6225
US OT5,2020,6656
US XKE,2010,6746
US XKE,2020,9041
US OJB,2010,1555
US OJB,2020,1567
US OGE,2020,4880
US OGE,2010,4721
US OAF,2020,7569
US OAF,2010,7839
US OBG,1860,997
US OBG,2020,13240
US OBG,2010,13964
US O2S,2020,3266
US O2S,2010,3289
US OO3,2010,1146
US OO3,2020,1305
US 8SI,2010,1612
US 8SI,2020,1634
US OZZ,2010,1701
US OZZ,2020,1811
US OC2,1993,5280
US OC2,1999,5560
US OC2,1990,5068
US OC2,1991,5073
US OC2,1992,5148
US OC2,1994,5396
US OC2,1995,5463
US OC2,1996,5505
US OC2,1997,5525
US OC2,1998,5572
US OC2,2000,5632
US OC2,2002,5643
US OC2,2003,5653
US OC2,2001,5705
US OC2,2004,5749
US OC2,2005,5777
US OC2,2008,5807
US OC2,2009,5814
US OC2,2006,5851
US OC2,2007,5857
US OC2,2010,6066
US OC2,2011,6129
US OC2,2012,6174
US OC2,2013,6182
US OC2,2020,6267
US TJI,2010,282
US TJI,2020,296
US N8H,2010,4345
US N8H,2020,4372
US OO8,2010,1300
US OO8,2020,1802
US OGX,2020,1048
US OGX,2010,1072
US OID,2010,658
US OID,2020,666
US OPL,2020,15786
US OPL,2010,16634
US OLJ,2020,389
US OLJ,2010,434
US OVW,2010,1686
US OVW,2020,1795
US ORU,2020,329
US ORU,2010,414
US OS3,2020,1110
US OS3,2010,1113
US OKY,2010,1400
US OKY,2020,1315
US VEK,2020,1005
US VEK,2010,1058
US ORW,2010,1250
US ORW,2020,1239
US OP8,2020,64
US OP8,2010,96
US OUR,2010,1000
US OUR,2020,898
US OPY,2010,29054
US OPY,2020,29686
US MPI,2000,8035
US MPI,2010,7855
US MPI,2020,8074
US MYX,2020,11928
US MYX,2010,13082
US MYX,2019,11840
US LUY,2020,2381
US LUY,2010,2493
US LMS,2020,6072
US LMS,2010,6631
US LB6,2010,1683
US LB6,2020,1702
US XHU,2010,5381
US XHU,2020,5991
US LYC,2020,318
US LYC,2010,373
US LYC,2000,588
US QYN,2020,14050
US QYN,2010,14001
US LR9,2010,650
US LR9,2020,646
US VUC,2010,191
US VUC,2020,214
US LR8,2020,137
US LR8,2010,138
US LT8,2010,1714
US LT8,2020,1739
US UVN,2010,4745
US UVN,2020,4946
US LLO,2020,3332
US LLO,2010,3417
US LB2,2020,1237
US LB2,2010,1359
US LCU,2020,2869
US LCU,2010,2923
US LBS,2020,1617
US LBS,2010,2086
US LLW,2020,4385
US LLW,2010,4407
US LOS,2010,2439
US LOS,2020,4384
US LU4,2000,612
US LU4,2010,1221
US LU4,2020,1492
US LMQ,2010,1716
US LMQ,2020,1745
US 5LD,2010,789
US 5LD,2020,807
US UEB,2020,1246
US UEB,2010,1302
US LOU,2020,178
US LOU,2010,199
US LOU,2000,315
US OIJ,2020,275
US OIJ,2010,277
US OIJ,2000,339
US LW6,2010,1045
US LW6,2020,1196
US KZY,2010,2467
US KZY,2020,2679
US LY7,2020,1203
US LY7,2010,1261
US UIJ,2010,4315
US UIJ,2020,4969
US 8HC,2020,658
US 8HC,2010,747
US L3S,2010,1106
US L3S,2020,1319
US LKN,2020,891
US LKN,2010,2741
US LUW,2020,21002
US LUW,2010,21103
US L5V,2020,131
US L5V,2010,188
US LDM,2020,7655
US LDM,2010,8076
US UTH,2020,776
US UTH,2010,874
US LUB,2020,82
US LUB,2010,94
US L9Y,2010,90
US L9Y,2020,154
US OWE,2010,3526
US OWE,2020,3654
US LFN,2020,3064
US LFN,2010,3359
US UQH,2010,3243
US UQH,2020,6173
US LBT,2020,19025
US LBT,2010,21542
US LBT,2009,21924
US LVJ,2010,6422
US LVJ,2020,10122
US LCC,2020,332
US LCC,2010,393
US LRZ,2010,2396
US LRZ,2020,2449
US LPB,2010,3783
US LPB,2020,4142
US MRH,2010,8661
US MRH,2020,9556
US MR6,2010,1423
US MR6,2020,1544
US MY3,2010,27810
US MY3,2020,30218
US M47,2010,368
US M47,2020,392
US M47,2000,475
US M84,2020,202
US M84,2010,204
US XRI,2010,1859
US XRI,2020,2259
US MD7,2020,13170
US MD7,2010,20017
US MV4,2010,193365
US MV4,2020,208634
US 9MA,2020,738
US 9MA,2010,745
US 4MS,2020,1156
US 4MS,2010,1182
US MGM,2020,200603
US MGM,2010,205764
US MNK,2010,7885
US MNK,2020,13297
US MPJ,1880,770
US MPJ,2010,6767
US MPJ,2020,6992
US MOQ,1880,891
US MOQ,2020,8442
US MOQ,2010,9467
US MVO,2010,6323
US MVO,2020,7229
US VMZ,2020,4247
US VMZ,2010,4444
US MMQ,2020,4085
US MMQ,2010,4188
US OON,2010,1777
US OON,2020,1919
US MZH,2010,7050
US MZH,2020,7151
US MHC,2010,4350
US MHC,2020,3933
US 9MO,2010,1235
US 9MO,2020,1294
US MNV,2020,773
US MNV,2010,809
US MZS,2020,8150
US MZS,2010,8560
US TV7,2010,2409
US TV7,2020,2584
US M4X,2010,788
US M4X,2020,864
US M98,2020,157
US M98,2010,196
US MBG,2020,3261
US MBG,2010,3465
US MXC,2012,1980
US MXC,2020,1824
US MXC,2010,1972
US GGM,2010,3687
US GGM,2020,4071
US 9OE,2010,890
US 9OE,2020,931
US MOH,2020,4066
US MOH,2010,4104
US OGM,2010,343
US OGM,2020,792
US MOM,2020,18825
US MOM,2010,19479
US MSW,2010,13636
US MSW,2020,14163
US MQD,2010,5548
US MQD,2020,5941
US QMF,2010,1680
US QMF,2020,1566
US MSI,2010,9323
US MSI,2020,9954
US QMO,2020,16870
US QMO,2010,16016
US QMO,2019,17692
US 8OT,2010,2607
US 8OT,2020,2766
US 5SM,2020,190
US 5SM,2010,177
US MJV,2010,37882
US MJV,2020,45483
US VMO,2020,21387
US VMO,2010,39912
US MN6,2010,2923
US MN6,2020,3118
US MA5,2020,1240
US MA5,2010,1214
US MM8,2010,7676
US MM8,2020,8138
US 4MU,2020,1750
US 4MU,2010,1547
US MIL,2010,3770
US MIL,2020,3914
US ZG3,2020,220
US ZG3,2010,202
US XIY,2010,36590
US XIY,2020,37931
US D88,2010,203
US D88,2020,216
US MOD,2010,201165
US MOD,2020,218464
US M2G,2010,8437
US M2G,2020,8580
US ZAN,2020,1959
US ZAN,2010,2286
US MLD,2010,2095
US MLD,2020,2299
US MS4,2020,205
US MS4,2010,229
US MS4,1880,461
US MVC,2020,5951
US MVC,2010,6519
US MVR,2020,1110
US MVR,2010,1189
US 7LY,2020,5491
US 7LY,2010,5981
US IOE,2010,4577
US IOE,2020,5132
US MIH,2020,1548
US MIH,2010,1702
US URI,2020,217
US URI,2010,267
US MLN,2000,638
US MLN,2020,731
US MLN,2010,805
US MKE,2020,577222
US MKE,2010,594833
US MKE,2015,600155
US MKE,1990,628088
US ZMX,2010,77058
US ZMX,2012,80452
US ZMX,2020,85778
US MWB,2020,4050
US MWB,2010,3035
US DIX,2020,4420
US DIX,2010,4396
US AOE,2020,237
US AOE,2010,269
US AOE,2000,278
US MSM,2010,24149
US MSM,2020,27747
US MQ5,2010,6374
US MQ5,2020,7304
US MXX,2010,4300
US MXX,2020,4159
US MVQ,2020,19542
US MVQ,2010,19591
US MDN,2010,11967
US MDN,2020,12357
US CNY,2010,5046
US CNY,2020,5366
US EIF,2020,3895
US EIF,2010,4263
US ML3,2010,15751
US ML3,2020,19543
US DIC,2010,2843
US DIC,2020,2912
US DIC,2000,3061
US MDA,2010,2308
US MDA,2020,2396
US LYL,2020,380
US LYL,2010,379
US MNI,2020,8902
US MNI,2010,9444
US MSH,2020,28468
US MSH,2010,29694
US MD9,2020,86
US MD9,2010,112
US MDI,2020,2129
US MDI,2010,2246
US XMD,2020,6191
US XMD,2010,6474
US UMJ,2010,2757
US UMJ,2020,2949
US 2LV,2010,287
US 2LV,2020,292
US MN8,2010,2420
US MN8,2020,1883
US DOC,2010,382
US DOC,2020,402
US JAU,2010,24331
US JAU,2020,32141
US TK5,2020,1506
US TK5,2010,1583
US TRK,2010,60427
US TRK,2020,71897
US TIW,2010,198397
US TIW,2019,217827
US TIW,2020,219346
US TYZ,2020,3995
US TYZ,2010,4112
US UZD,1810,523
US UZD,2020,10721
US UZD,2010,11415
US UZD,2000,13121
US TK8,2020,105
US TK8,2010,112
US TLH,1860,201
US TLH,1870,384
US TLH,1880,1432
US TLH,1890,2159
US TLH,1900,6374
US TLH,1920,10303
US TLH,1930,51937
US TLH,1940,62475
US TLH,1950,73958
US TLH,1960,89539
US TLH,1970,102482
US TLH,1980,113583
US TLH,1990,124773
US TLH,2000,150624
US TLH,2010,181376
US TLH,2020,196169
US TKE,2020,116
US TKE,2010,131
US XSN,2020,733
US XSN,2010,798
US TAL,2010,246
US TAL,2020,246
US TNW,2020,6124
US TNW,2013,6285
US TNW,2010,6397
US SYU,2020,12578
US SYU,2010,12749
US TLA,2010,229
US TLA,2020,249
US ASN,1850,1320
US ASN,2010,15676
US ASN,2020,15861
US TB3,2020,407
US TB3,2010,423
US XMZ,2020,2634
US XMZ,2010,2956
US TPE,2010,161719
US TPE,2020,180587
US YL9,2010,18965
US YL9,2020,19011
US TPA,2010,335709
US TPA,2013,347645
US TPA,2020,384959
US SWZ,2010,1154
US SWZ,2020,2445
US TMC,2010,100097
US TMC,2020,110003
US SYR,2010,145170
US SYR,2020,148620
US SYR,2013,144669
US TNS,2010,55874
US TNS,2020,59408
US TAA,2010,3170
US TAA,2000,2789
US TAA,2020,3227
US TPL,2000,54986
US TPL,2010,66102
US TPL,2020,82073
US SYC,2010,17519
US SYC,2020,18577
US TCI,2010,35558
US TCI,2020,36494
US TBD,2020,10506
US TBD,2010,11246
US TBD,2000,11427
US QTB,2010,3979
US QTB,2020,3781
US TWY,2010,1827
US TWY,2020,1834
US TSM,2010,5716
US TSM,2020,6474
US TQI,2020,1870
US TQI,2010,1695
US ZJF,2020,4316
US ZJF,2010,4436
US TFY,2010,6728
US TFY,2020,7234
US LNR,2010,146
US LNR,2020,146
US LHF,2020,6624
US LHF,2010,6726
US LTL,2010,5928
US LTL,2020,6005
US LCD,2010,9773
US LCD,2020,10819
US LHQ,2010,368
US LHQ,2020,381
US LLP,2010,3458
US LLP,2020,3661
US LGP,2020,18366
US LGP,2010,18396
US LTF,1900,1240
US LTF,1910,2541
US LTF,2010,10626
US LTF,2020,10987
US LGJ,2020,1827
US LGJ,2010,1879
US LST,2020,1340
US LST,2010,1555
US LCK,2020,236
US LCK,2010,237
US WOD,2020,846
US WOD,2010,936
US LTO,2010,41737
US LTO,2020,45652
US 7OH,2010,1547
US 7OH,2020,175
US LVM,2020,8040
US LVM,2010,7044
US JKO,2010,1050
US JKO,2020,1492
US LPX,2020,475
US LPX,2010,482
US LL2,2010,3232
US LL2,2020,3325
US LGG,2010,808
US LGG,2020,838
US LTA,2020,753
US LTA,2000,782
US LTA,2010,856
US LIX,2020,5640
US LIX,2010,5335
US LSX,2020,1400
US LSX,2010,1581
US LSX,2000,1631
US LE7,2010,25898
US LE7,2013,29562
US LE7,2020,46453
US LOA,1960,14983
US LOA,2010,20256
US LOA,2020,20921
US LOG,2010,36648
US LOG,2020,37818
US ZEJ,2010,1832
US ZEJ,2020,2058
US LGS,2010,13058
US LGS,2020,14172
US LNG,2010,86270
US LNG,2020,98885
US ILO,2010,3050
US ILO,2020,3189
US L9K,2010,6888
US L9K,2020,7505
US LLF,2020,1497
US LLF,2010,1587
US LCJ,2010,30719
US LCJ,2020,31667
US XHN,2020,1371
US XHN,2010,1423
US LPC,2010,42434
US LPC,2020,44444
US LDI,2010,62134
US LDI,2020,66348
US LVI,2020,95535
US LVI,2010,96942
US LDN,2010,10060
US LDN,2020,10279
US OGN,2010,7152
US OGN,2020,7296
US LGE,2010,10458
US LGE,2020,14127
US LSB,2020,2335
US LSB,2010,2797
US LSB,2000,3379
US LKL,2010,3449
US LKL,2020,3514
US LFS,2020,9140
US LFS,2010,8343
US LHV,2020,8108
US LHV,2010,9772
US MA8,2020,1518
US MA8,2010,1551
US RFS,1960,15476
US RFS,2020,51185
US RFS,2010,53764
US LYT,2020,282
US LYT,2010,315
US UID,2010,2543
US UID,2020,2802
US RSG,2010,30618
US RSG,2020,38282
US ME6,2010,8726
US ME6,2020,9487
US RVC,2010,118788
US RVC,2020,147773
US YVS,2010,31
US YVS,2020,52
US ROW,2010,48411
US ROW,2020,48422
US RSH,2010,312
US RSH,2020,421
US RUS,2010,27920
US RUS,2020,28940
US RBY,2020,139
US RBY,2010,166
US RUV,1870,180
US RUV,2010,9830
US RUV,2020,10855
US RPX,2020,1742
US RPX,2010,1788
US RYM,2010,57236
US RYM,2020,58211
US JYN,2010,11002
US JYN,2020,11008
US MAC,2020,5457
US MAC,2010,5471
US XIF,2010,11188
US XIF,2020,12168
US AGI,2010,1393
US AGI,2020,2359
US L5E,2010,2492
US L5E,2020,2914
US RVI,2020,2642
US RVI,2010,3007
US RUL,2020,561
US RUL,2010,636
US RUL,2000,698
US YAA,2010,1242
US YAA,2020,1281
US RTX,2020,1332
US RTX,2010,1508
US RTX,2000,1611
US UOE,2020,1271
US UOE,2010,1322
US RQT,2010,90
US RQT,2000,77
US RQT,2020,87
US QOI,2020,326
US QOI,2010,502
US QOI,2000,519
US RVE,2010,33660
US RVE,2020,36254
US LYM,2010,18493
US LYM,2020,18695
US 9MC,2000,2461
US 9MC,2020,2582
US 9MC,2010,2768
US ROL,2010,6046
US ROL,2020,6747
US RY8,2012,37604
US RY8,2020,39306
US RY8,2010,36884
US ROX,2010,2633
US ROX,2020,2744
US MAD,2020,3867
US MAD,2010,4035
US R5E,2020,3005
US R5E,2010,3192
US RSK,2020,980
US RSK,2010,1160
US RVP,2020,430
US RVP,2010,434
US RVP,2000,517
US AAL,2010,3184
US AAL,2020,3435
US UQO,2010,3310
US UQO,2020,3736
US RWE,2010,88346
US RWE,2020,92833
US RWE,2014,94089
US RUC,2010,376
US RUC,2020,377
US M7V,2010,1150
US M7V,2020,1687
US S78,2010,222
US S78,2020,971
US NFI,2010,36242
US NFI,2020,39438
US PWV,2020,1327
US PWV,2010,1485
